No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
537,Andy Carroll,West Ham,27,1411,9,8,2,6.14,5.38,2.76,8.77,3.07,0.39,0.34,0.18,0.57,0.52,0.56,0.2
606,Christian Benteke,Liverpool,29,1496,9,8,3,9.98,9.22,2.78,10.24,1.25,0.6,0.55,0.17,0.77,0.72,0.62,0.08
773,Aleksandar Mitrovic,Newcastle United,34,2103,9,7,4,10.34,8.82,2.22,10.39,2.87,0.44,0.38,0.1,0.54,0.47,0.44,0.12
813,Salomon Rondon,West Bromwich Albion,34,2581,9,9,2,9.9,9.9,1.92,9.41,2.56,0.35,0.35,0.07,0.41,0.41,0.33,0.09
483,Daniel Sturridge,Liverpool,14,981,8,8,1,5.74,5.74,0.52,7.22,1.67,0.53,0.53,0.05,0.57,0.57,0.66,0.15
488,Philippe Coutinho,Liverpool,26,2019,8,8,5,6.5,6.5,5.29,16.15,6.79,0.29,0.29,0.24,0.53,0.53,0.72,0.3
531,Michail Antonio,West Ham,26,2074,8,8,3,5.9,5.9,2.85,10.22,4.38,0.26,0.26,0.12,0.38,0.38,0.44,0.19
592,Ross Barkley,Everton,38,3102,8,6,8,8.79,7.27,5.91,20.88,11.84,0.26,0.21,0.17,0.43,0.38,0.61,0.34
620,Kelechi Iheanacho,Manchester City,26,727,8,8,1,4.94,4.94,1.59,6.36,1.12,0.61,0.61,0.2,0.81,0.81,0.79,0.14
629,Wayne Rooney,Manchester United,28,2411,8,7,6,7.32,6.56,4.48,13.66,5.08,0.27,0.24,0.17,0.44,0.41,0.51,0.19
447,Kevin De Bruyne,Manchester City,25,2006,7,7,9,4.31,4.31,8.33,16.14,8.06,0.19,0.19,0.37,0.57,0.57,0.72,0.36
533,Mark Noble,West Ham,37,3221,7,4,4,3.88,1.6,3.24,10.76,8.09,0.11,0.04,0.09,0.2,0.14,0.3,0.23
672,Jordan Ayew,Aston Villa,30,2356,7,6,0,4.69,3.93,1.47,5.21,1.9,0.18,0.15,0.06,0.24,0.21,0.2,0.07
687,Pedro,Chelsea,29,2061,7,7,2,6.12,6.12,4.61,16.05,6.95,0.27,0.27,0.2,0.47,0.47,0.7,0.3
795,Dieumerci Mbokani,Norwich,29,1568,7,7,1,6.59,6.59,1.54,7.87,1.31,0.38,0.38,0.09,0.47,0.47,0.45,0.08
840,Dusan Tadic,Southampton,34,2318,7,6,12,6.42,5.66,8.64,17.13,5.14,0.25,0.22,0.34,0.58,0.56,0.67,0.2
871,Bojan,Stoke,27,1741,7,5,1,4.59,3.06,1.8,8.16,4.42,0.24,0.16,0.09,0.33,0.25,0.42,0.23
465,Joshua King,Bournemouth,31,1931,6,6,2,5.71,5.71,3.54,9.76,1.44,0.27,0.27,0.16,0.43,0.43,0.46,0.07
499,Mesut Ozil,Arsenal,35,3065,6,6,19,7.92,7.92,17.62,32.79,18.35,0.23,0.23,0.52,0.75,0.75,0.96,0.54
535,Manuel Lanzini,West Ham,26,1941,6,6,2,4.53,4.53,2.84,12.44,5.98,0.21,0.21,0.13,0.34,0.34,0.58,0.28
554,Juan Mata,Manchester United,38,2907,6,5,5,6.46,5.7,5.28,15.27,7.58,0.2,0.18,0.16,0.36,0.34,0.47,0.23
618,Raheem Sterling,Manchester City,31,1943,6,6,2,7.15,7.15,3.25,14.02,4.7,0.33,0.33,0.15,0.48,0.48,0.65,0.22
646,Christian Eriksen,Tottenham,35,2950,6,6,13,5.51,5.51,9.81,22.98,14.48,0.17,0.17,0.3,0.47,0.47,0.7,0.44
717,Bafetimbi Gomis,Swansea,33,1685,6,5,0,6.1,5.34,2.41,8.54,2.37,0.33,0.29,0.13,0.45,0.41,0.46,0.13
756,Leonardo Ulloa,Leicester,29,942,6,5,2,6.91,6.15,1.47,9.51,3.48,0.66,0.59,0.14,0.8,0.73,0.91,0.33
770,Ayoze Perez,Newcastle United,34,2046,6,6,2,3.8,3.8,2.89,8.32,3.63,0.17,0.17,0.13,0.29,0.29,0.37,0.16
790,Nathan Redmond,Norwich,35,2321,6,6,3,3.43,3.43,3.64,9.67,6.1,0.13,0.13,0.14,0.27,0.27,0.38,0.24
878,Yaya Toure,Manchester City,32,2345,6,5,5,5.66,4.9,4.42,13.86,8.84,0.22,0.19,0.17,0.39,0.36,0.53,0.34
468,Callum Wilson,Bournemouth,13,769,5,4,0,2.35,1.59,1.08,3.3,0.81,0.27,0.19,0.13,0.4,0.31,0.39,0.09
484,Divock Origi,Liverpool,16,660,5,5,1,3.35,3.35,0.5,3.11,0.26,0.46,0.46,0.07,0.53,0.53,0.42,0.04
489,James Milner,Liverpool,28,2428,5,4,11,3.4,2.64,5.39,9.7,6.06,0.13,0.1,0.2,0.33,0.3,0.36,0.22
503,Theo Walcott,Arsenal,28,1374,5,5,2,8.39,8.39,2.04,14.59,5.33,0.55,0.55,0.13,0.68,0.68,0.96,0.35
504,Aaron Ramsey,Arsenal,31,2624,5,5,4,8.61,8.61,4.05,23.28,14.18,0.3,0.3,0.14,0.43,0.43,0.8,0.49
512,Scott Dann,Crystal Palace,35,3150,5,5,1,2.54,2.54,0.63,1.96,1.76,0.07,0.07,0.02,0.09,0.09,0.06,0.05
516,Yohan Cabaye,Crystal Palace,33,2728,5,2,1,6.71,3.67,3.24,7.65,4.28,0.22,0.12,0.11,0.33,0.23,0.25,0.14
518,Yannick Bolasie,Crystal Palace,26,2075,5,5,3,4.79,4.79,3.79,7.91,1.93,0.21,0.21,0.16,0.37,0.37,0.34,0.08
519,Connor Wickham,Crystal Palace,21,1328,5,4,3,4.32,3.56,0.87,4.55,1.55,0.29,0.24,0.06,0.35,0.3,0.31,0.1
532,Cheikhou Kouyate,West Ham,34,3017,5,5,2,5.84,5.84,1.38,10.39,5.82,0.17,0.17,0.04,0.22,0.22,0.31,0.17
556,Marcus Rashford,Manchester United,11,870,5,5,2,3.03,3.03,0.76,4.8,1.24,0.31,0.31,0.08,0.39,0.39,0.5,0.13
593,Aaron Lennon,Everton,25,1534,5,5,0,2.23,2.23,1.7,5.54,1.9,0.13,0.13,0.1,0.23,0.23,0.32,0.11
601,Arouna Kone,Everton,25,1464,5,5,4,4.52,4.52,2.13,9.3,3.85,0.28,0.28,0.13,0.41,0.41,0.57,0.24
644,Erik Lamela,Tottenham,34,2404,5,5,9,6.3,6.3,8.93,19.2,9.44,0.24,0.24,0.33,0.57,0.57,0.72,0.35
656,Diafra Sakho,West Ham,21,1539,5,5,1,7.36,7.36,1.9,8.05,1.35,0.43,0.43,0.11,0.54,0.54,0.47,0.08
671,Rudy Gestede,Aston Villa,32,1632,5,5,2,5.7,5.7,1.43,5.79,0.97,0.31,0.31,0.08,0.39,0.39,0.32,0.05
686,Cesc Fabregas,Chelsea,37,2901,5,3,7,3.87,2.35,8.42,19.54,14.36,0.12,0.07,0.26,0.38,0.33,0.61,0.45
700,Willian,Chelsea,35,2766,5,5,6,4.43,4.43,7.69,13.18,6.59,0.14,0.14,0.25,0.39,0.39,0.43,0.21
737,Fabio Borini,Sunderland,26,1913,5,4,2,4.93,4.17,1.74,5.73,2.16,0.23,0.2,0.08,0.31,0.28,0.27,0.1
754,Shinji Okazaki,Leicester,36,2105,5,5,0,8.61,8.61,1.13,11.46,3.9,0.37,0.37,0.05,0.42,0.42,0.49,0.17
863,Jonathan Walters,Stoke,27,1718,5,5,3,5.67,5.67,2.37,9.03,1.48,0.3,0.3,0.12,0.42,0.42,0.47,0.08
868,Mame Biram Diouf,Stoke,26,1246,5,5,1,5.14,5.14,0.76,5.44,0.41,0.37,0.37,0.05,0.43,0.43,0.39,0.03
883,Steven Davis,Southampton,34,2637,5,5,3,2.53,2.53,4.08,11.69,8.69,0.09,0.09,0.14,0.23,0.23,0.4,0.3
453,Son Heung-Min,Tottenham,28,1110,4,4,1,4.18,4.18,0.77,7.98,4.45,0.34,0.34,0.06,0.4,0.4,0.65,0.36
458,Steve Cook,Bournemouth,36,3199,4,4,0,2.05,2.05,0.91,4.23,4.04,0.06,0.06,0.03,0.08,0.08,0.12,0.11
461,Matt Ritchie,Bournemouth,37,2985,4,4,6,4.23,4.23,3.58,9.97,5.39,0.13,0.13,0.11,0.24,0.24,0.3,0.16
486,Adam Lallana,Liverpool,30,2115,4,4,6,3.53,3.53,5.65,13.23,6.66,0.15,0.15,0.24,0.39,0.39,0.56,0.28
494,Laurent Koscielny,Arsenal,33,2848,4,4,0,3.34,3.34,0.72,10.75,9.08,0.11,0.11,0.02,0.13,0.13,0.34,0.29
501,Danny Welbeck,Arsenal,11,581,4,4,2,2.98,2.98,0.76,3.88,1.0,0.46,0.46,0.12,0.58,0.58,0.6,0.16
539,Enner Valencia,West Ham,19,1014,4,4,2,4.25,4.25,1.48,5.66,0.68,0.38,0.38,0.13,0.51,0.51,0.5,0.06
558,Jesse Lingard,Manchester United,25,1641,4,4,1,3.29,3.29,1.29,7.92,4.5,0.18,0.18,0.07,0.25,0.25,0.43,0.25
595,Kevin Mirallas,Everton,23,985,4,4,2,3.34,3.34,1.83,5.2,1.27,0.31,0.31,0.17,0.47,0.47,0.48,0.12
597,Ramiro Funes Mori,Everton,28,2189,4,4,1,2.91,2.91,0.76,6.42,5.73,0.12,0.12,0.03,0.15,0.15,0.26,0.24
622,Wilfried Bony,Manchester City,26,1203,4,4,3,6.75,5.99,2.99,8.2,1.11,0.5,0.45,0.22,0.73,0.67,0.61,0.08
639,Toby Alderweireld,Tottenham,38,3420,4,4,2,3.03,3.03,0.82,11.27,10.83,0.08,0.08,0.02,0.1,0.1,0.3,0.28
701,Eden Hazard,Chelsea,31,2183,4,4,3,2.58,2.58,4.18,11.92,8.38,0.11,0.11,0.17,0.28,0.28,0.49,0.35
730,Patrick van Aanholt,Sunderland,33,2970,4,4,3,2.54,2.54,3.8,9.13,5.07,0.08,0.08,0.12,0.19,0.19,0.28,0.15
775,Andros Townsend,Newcastle United,16,1149,4,4,2,1.47,1.47,2.82,5.22,2.27,0.11,0.11,0.22,0.34,0.34,0.41,0.18
793,Wes Hoolahan,Norwich,30,2026,4,3,8,3.47,2.71,4.91,9.97,6.0,0.15,0.12,0.22,0.37,0.34,0.44,0.27
804,Craig Dawson,West Bromwich Albion,38,3387,4,4,0,4.99,4.99,3.27,5.42,4.05,0.13,0.13,0.09,0.22,0.22,0.14,0.11
811,Saido Berahino,West Bromwich Albion,31,1727,4,4,0,7.12,5.6,1.01,7.96,2.12,0.37,0.29,0.05,0.42,0.34,0.41,0.11
824,Steven Naismith,Everton,23,1343,4,4,1,3.01,3.01,2.08,6.8,3.74,0.2,0.2,0.14,0.34,0.34,0.46,0.25
826,Benik Afobe,Bournemouth,15,950,4,4,0,3.4,3.4,0.64,3.45,0.59,0.32,0.32,0.06,0.38,0.38,0.33,0.06
866,Joselu,Stoke,22,1072,4,4,1,3.42,3.42,0.89,4.79,1.97,0.29,0.29,0.07,0.36,0.36,0.4,0.17
930,Steven Fletcher,Sunderland,16,1021,4,4,0,3.11,3.11,0.81,3.55,0.7,0.27,0.27,0.07,0.35,0.35,0.31,0.06
459,Charlie Daniels,Bournemouth,37,3288,3,1,5,2.93,1.41,2.49,7.96,5.75,0.08,0.04,0.07,0.15,0.11,0.22,0.16
462,Dan Gosling,Bournemouth,34,2442,3,3,1,3.23,3.23,1.9,7.0,2.62,0.12,0.12,0.07,0.19,0.19,0.26,0.1
463,Junior Stanislas,Bournemouth,21,1448,3,3,2,2.73,2.73,3.78,7.69,2.57,0.17,0.17,0.24,0.4,0.4,0.48,0.16
466,Marc Pugh,Bournemouth,26,1328,3,3,2,2.47,2.47,1.2,4.76,1.53,0.17,0.17,0.08,0.25,0.25,0.32,0.1
506,Joel Campbell,Arsenal,19,891,3,3,2,2.59,2.59,2.83,7.52,3.57,0.26,0.26,0.29,0.55,0.55,0.76,0.36
552,Ander Herrera,Manchester United,27,1535,3,2,2,2.77,2.01,2.14,6.95,4.08,0.16,0.12,0.13,0.29,0.24,0.41,0.24
621,Aleksandar Kolarov,Manchester City,29,2282,3,3,3,2.39,1.63,2.88,8.2,6.38,0.09,0.06,0.11,0.21,0.18,0.32,0.25
642,Mousa Dembele,Tottenham,29,2286,3,3,1,1.48,1.48,0.83,9.67,8.32,0.06,0.06,0.03,0.09,0.09,0.38,0.33
643,Eric Dier,Tottenham,37,3271,3,3,2,1.65,1.65,1.38,15.38,13.92,0.05,0.05,0.04,0.08,0.08,0.42,0.38
648,Nacer Chadli,Tottenham,29,922,3,3,2,2.93,2.93,2.76,6.46,3.05,0.29,0.29,0.27,0.56,0.56,0.63,0.3
692,Oscar,Chelsea,27,1785,3,2,3,5.17,3.65,3.3,10.24,5.52,0.26,0.18,0.17,0.43,0.35,0.52,0.28
743,Dwight Gayle,Crystal Palace,16,755,3,3,0,3.89,3.89,0.71,4.84,0.91,0.46,0.46,0.09,0.55,0.55,0.58,0.11
747,Robert Huth,Leicester,35,3150,3,3,0,3.45,3.45,0.69,4.6,3.96,0.1,0.1,0.02,0.12,0.12,0.13,0.11
781,Jeremain Lens,Sunderland,20,1299,3,3,3,1.34,1.34,2.98,5.82,2.45,0.09,0.09,0.21,0.3,0.3,0.4,0.17
788,Russell Martin,Norwich,30,2699,3,3,0,1.84,1.84,1.07,3.95,2.83,0.06,0.06,0.04,0.1,0.1,0.13,0.09
789,Robbie Brady,Norwich,36,2996,3,3,2,2.79,2.79,5.05,6.7,3.04,0.08,0.08,0.15,0.24,0.24,0.2,0.09
792,Jonny Howson,Norwich,36,2960,3,3,4,2.25,2.25,2.89,8.29,5.2,0.07,0.07,0.09,0.16,0.16,0.25,0.16
794,Cameron Jerome,Norwich,34,1770,3,3,2,8.22,8.22,0.37,6.64,1.18,0.42,0.42,0.02,0.44,0.44,0.34,0.06
812,Craig Gardner,West Bromwich Albion,34,2037,3,3,3,4.14,3.38,3.02,5.19,1.7,0.18,0.15,0.13,0.32,0.28,0.23,0.08
833,Virgil van Dijk,Southampton,34,3060,3,3,0,3.3,3.3,1.34,5.7,5.42,0.1,0.1,0.04,0.14,0.14,0.17,0.16
850,Papiss Demba Cisse,Newcastle United,21,1079,3,3,0,3.09,3.09,0.68,2.88,0.44,0.26,0.26,0.06,0.31,0.31,0.24,0.04
882,Glenn Murray,Bournemouth,21,789,3,3,0,4.02,3.26,0.52,4.1,1.38,0.46,0.37,0.06,0.52,0.43,0.47,0.16
888,Xherdan Shaqiri,Stoke,27,2072,3,3,6,3.07,3.07,6.42,9.37,4.22,0.13,0.13,0.28,0.41,0.41,0.41,0.18
919,Duncan Watmore,Sunderland,23,880,3,3,1,1.47,1.47,0.95,2.24,0.25,0.15,0.15,0.1,0.25,0.25,0.23,0.03
939,Mauro Zarate,West Ham,15,796,3,3,0,1.55,1.55,1.34,3.81,2.49,0.18,0.18,0.15,0.33,0.33,0.43,0.28
990,James Morrison,West Bromwich Albion,18,1354,3,3,3,1.89,1.13,1.12,3.43,1.71,0.13,0.08,0.07,0.2,0.15,0.23,0.11
480,Joe Allen,Liverpool,19,720,2,2,1,1.38,1.38,1.36,4.0,2.39,0.17,0.17,0.17,0.34,0.34,0.5,0.3
500,Alex Iwobi,Arsenal,13,639,2,2,2,1.55,1.55,1.51,5.32,3.21,0.22,0.22,0.21,0.43,0.43,0.75,0.45
510,Joel Ward,Crystal Palace,30,2694,2,2,1,1.15,1.15,1.8,7.4,5.38,0.04,0.04,0.06,0.1,0.1,0.25,0.18
511,Damien Delaney,Crystal Palace,32,2880,2,2,3,1.83,1.83,2.69,3.01,1.74,0.06,0.06,0.08,0.14,0.14,0.09,0.05
514,Jason Puncheon,Crystal Palace,31,2647,2,2,3,3.87,3.87,4.14,10.06,5.02,0.13,0.13,0.14,0.27,0.27,0.34,0.17
520,Bakary Sako,Crystal Palace,20,1073,2,2,1,2.36,2.36,1.89,4.88,1.96,0.2,0.2,0.16,0.36,0.36,0.41,0.16
522,Wilfried Zaha,Crystal Palace,34,2507,2,2,1,2.62,2.62,4.47,9.62,3.58,0.09,0.09,0.16,0.25,0.25,0.35,0.13
534,Aaron Cresswell,West Ham,37,3319,2,2,4,1.09,1.09,3.29,10.34,6.83,0.03,0.03,0.09,0.12,0.12,0.28,0.19
555,Memphis Depay,Manchester United,29,1470,2,2,0,4.73,4.73,1.22,7.54,2.94,0.29,0.29,0.07,0.36,0.36,0.46,0.18
566,Sebastian Prodl,Watford,21,1774,2,2,0,1.53,1.53,0.13,1.93,1.91,0.08,0.08,0.01,0.08,0.08,0.1,0.1
569,Almen Abdi,Watford,32,1998,2,2,0,2.07,2.07,2.6,8.05,5.15,0.09,0.09,0.12,0.21,0.21,0.36,0.23
571,Ben Watson,Watford,35,2814,2,2,0,0.49,0.49,2.12,5.76,5.37,0.02,0.02,0.07,0.08,0.08,0.18,0.17
588,Leighton Baines,Everton,18,1473,2,1,1,1.21,0.45,1.67,4.17,2.98,0.07,0.03,0.1,0.18,0.13,0.25,0.18
589,James McCarthy,Everton,29,2445,2,2,2,0.82,0.82,1.39,9.49,7.58,0.03,0.03,0.05,0.08,0.08,0.35,0.28
591,Gerard Deulofeu,Everton,26,1389,2,2,8,1.41,1.41,5.97,8.98,3.34,0.09,0.09,0.39,0.48,0.48,0.58,0.22
596,Tom Cleverley,Everton,22,1618,2,2,4,1.49,1.49,2.25,6.34,4.33,0.08,0.08,0.13,0.21,0.21,0.35,0.24
605,Jordan Henderson,Liverpool,17,1300,2,2,3,1.53,1.53,1.3,5.8,4.53,0.11,0.11,0.09,0.2,0.2,0.4,0.31
612,Vincent Kompany,Manchester City,14,1179,2,2,0,0.42,0.42,0.08,2.95,2.92,0.03,0.03,0.01,0.04,0.04,0.23,0.22
614,Fernandinho,Manchester City,33,2736,2,2,2,1.23,1.23,2.51,12.03,10.3,0.04,0.04,0.08,0.12,0.12,0.4,0.34
615,Fernando,Manchester City,24,1703,2,2,0,2.9,2.9,0.33,4.51,4.4,0.15,0.15,0.02,0.17,0.17,0.24,0.23
617,David Silva,Manchester City,24,1818,2,2,11,2.6,2.6,4.73,11.54,7.52,0.13,0.13,0.23,0.36,0.36,0.57,0.37
633,James McArthur,Crystal Palace,28,2206,2,2,2,1.06,1.06,1.09,6.16,4.22,0.04,0.04,0.04,0.09,0.09,0.25,0.17
669,Ashley Westwood,Aston Villa,32,2720,2,2,2,1.75,1.75,3.15,6.39,4.12,0.06,0.06,0.1,0.16,0.16,0.21,0.14
670,Carles Gil,Aston Villa,23,1454,2,2,0,0.76,0.76,1.49,3.31,2.43,0.05,0.05,0.09,0.14,0.14,0.21,0.15
679,Scott Sinclair,Aston Villa,27,1598,2,1,0,2.82,2.05,0.13,3.54,1.58,0.16,0.12,0.01,0.17,0.12,0.2,0.09
681,Cesar Azpilicueta,Chelsea,37,3208,2,2,3,1.2,1.2,2.23,12.77,11.38,0.03,0.03,0.06,0.1,0.1,0.36,0.32
682,Branislav Ivanovic,Chelsea,33,2922,2,2,2,2.36,2.36,2.01,10.85,9.2,0.07,0.07,0.06,0.13,0.13,0.33,0.28
695,Bertrand Traore,Chelsea,10,365,2,2,1,1.66,1.66,0.63,2.34,0.15,0.41,0.41,0.15,0.56,0.56,0.58,0.04
697,Nemanja Matic,Chelsea,33,2426,2,2,2,2.51,2.51,2.06,11.28,9.02,0.09,0.09,0.08,0.17,0.17,0.42,0.33
699,Gary Cahill,Chelsea,23,1952,2,2,1,1.5,1.5,0.2,1.94,1.77,0.07,0.07,0.01,0.08,0.08,0.09,0.08
709,Ashley Williams,Swansea,36,3240,2,2,1,1.78,1.78,0.44,7.39,7.15,0.05,0.05,0.01,0.06,0.06,0.21,0.2
716,Alberto Paloschi,Swansea,10,675,2,2,0,2.42,2.42,0.6,2.74,0.21,0.32,0.32,0.08,0.4,0.4,0.36,0.03
719,Wayne Routledge,Swansea,28,1700,2,2,1,2.53,2.53,1.72,5.91,2.36,0.13,0.13,0.09,0.22,0.22,0.31,0.12
723,Ki Sung-yueng,Swansea,28,1852,2,2,1,2.46,2.46,1.08,5.67,3.18,0.12,0.12,0.05,0.17,0.17,0.28,0.15
728,Lamine Kone,Sunderland,15,1318,2,2,1,2.46,2.46,0.75,1.07,1.02,0.17,0.17,0.05,0.22,0.22,0.07,0.07
734,Wahbi Khazri,Sunderland,14,1087,2,2,1,0.86,0.86,2.23,2.49,1.33,0.07,0.07,0.18,0.26,0.26,0.21,0.11
748,Wes Morgan,Leicester,38,3420,2,2,0,3.01,3.01,0.05,3.17,3.09,0.08,0.08,0.0,0.08,0.08,0.08,0.08
752,Daniel Drinkwater,Leicester,35,3045,2,2,7,2.19,2.19,5.32,14.48,10.15,0.06,0.06,0.16,0.22,0.22,0.43,0.3
753,Marc Albrighton,Leicester,38,2796,2,2,6,2.55,2.55,8.1,11.86,4.02,0.08,0.08,0.26,0.34,0.34,0.38,0.13
764,Daryl Janmaat,Newcastle United,32,2754,2,2,4,1.17,1.17,3.49,9.72,6.24,0.04,0.04,0.11,0.15,0.15,0.32,0.2
766,Jamaal Lascelles,Newcastle United,18,1135,2,2,0,0.42,0.42,0.15,1.27,1.22,0.03,0.03,0.01,0.04,0.04,0.1,0.1
784,Andy King,Leicester,25,1030,2,2,1,2.72,2.72,1.06,5.49,2.46,0.24,0.24,0.09,0.33,0.33,0.48,0.21
791,Alexander Tettey,Norwich,23,1956,2,2,0,0.67,0.67,0.11,3.96,3.37,0.03,0.03,0.01,0.04,0.04,0.18,0.15
810,Stephane Sessegnon,West Bromwich Albion,25,1770,2,2,2,1.29,1.29,2.79,6.16,3.91,0.07,0.07,0.14,0.21,0.21,0.31,0.2
814,James McClean,West Bromwich Albion,35,2414,2,2,2,2.17,2.17,3.03,5.11,1.4,0.08,0.08,0.11,0.19,0.19,0.19,0.05
825,Adam Smith,Bournemouth,31,2085,2,2,0,0.49,0.49,1.1,3.97,3.2,0.02,0.02,0.05,0.07,0.07,0.17,0.14
834,Jose Fonte,Southampton,37,3171,2,2,1,2.43,2.43,1.29,6.67,6.47,0.07,0.07,0.04,0.11,0.11,0.19,0.18
843,James Ward-Prowse,Southampton,33,1505,2,1,4,2.07,1.3,4.69,6.97,4.77,0.12,0.08,0.28,0.4,0.36,0.42,0.29
861,Giannelli Imbula,Stoke,14,1260,2,2,0,0.76,0.76,0.45,4.9,3.82,0.05,0.05,0.03,0.09,0.09,0.35,0.27
864,Ibrahim Afellay,Stoke,31,2105,2,2,2,2.38,2.38,2.04,9.91,6.51,0.1,0.1,0.09,0.19,0.19,0.42,0.28
876,Fabian Delph,Manchester City,17,753,2,2,0,0.3,0.3,0.43,2.49,1.88,0.04,0.04,0.05,0.09,0.09,0.3,0.22
877,Samir Nasri,Manchester City,12,520,2,2,2,2.64,2.64,0.93,4.43,1.72,0.46,0.46,0.16,0.62,0.62,0.77,0.3
929,Adam Johnson,Sunderland,19,1136,2,1,5,1.81,1.05,2.19,4.06,2.64,0.14,0.08,0.17,0.32,0.26,0.32,0.21
936,Ramires,Chelsea,12,612,2,2,0,1.33,1.33,0.06,1.81,0.81,0.2,0.2,0.01,0.2,0.2,0.27,0.12
938,Carl Jenkinson,West Ham,20,1220,2,2,0,0.62,0.62,1.14,5.47,3.74,0.05,0.05,0.08,0.13,0.13,0.4,0.28
986,Danny Ings,Liverpool,6,336,2,2,0,1.85,1.85,0.35,1.39,0.28,0.5,0.5,0.09,0.59,0.59,0.37,0.08
162,Timm Klose,Norwich,10,849,1,1,0,0.54,0.54,0.0,0.19,0.15,0.06,0.06,0.0,0.06,0.06,0.02,0.02
323,Adnan Januzaj,Manchester United,5,141,1,1,0,0.24,0.24,0.03,0.29,0.13,0.15,0.15,0.02,0.18,0.18,0.18,0.09
457,Tommy Elphick,Bournemouth,12,1011,1,1,0,0.29,0.29,0.02,0.48,0.46,0.03,0.03,0.0,0.03,0.03,0.04,0.04
464,Max Gradel,Bournemouth,14,918,1,1,2,1.71,1.71,0.68,2.5,0.69,0.17,0.17,0.07,0.23,0.23,0.24,0.07
467,Lewis Grabban,Bournemouth,21,806,1,1,0,2.31,2.31,0.42,3.17,0.58,0.26,0.26,0.05,0.31,0.31,0.35,0.06
476,Kolo Toure,Liverpool,14,865,1,1,0,0.24,0.24,0.02,2.51,2.44,0.03,0.03,0.0,0.03,0.03,0.26,0.25
