No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
641,Danny Rose,Tottenham,28,2386,3,3,4,1.67,1.67,2.91,10.74,7.36,0.06,0.06,0.11,0.17,0.17,0.41,0.28
686,Cesc Fabregas,Chelsea,34,2895,3,3,18,3.25,3.25,10.15,23.01,16.97,0.1,0.1,0.32,0.42,0.42,0.72,0.53
712,Jack Cork,Southampton,27,1795,3,3,0,3.13,3.13,0.71,8.95,7.32,0.16,0.16,0.04,0.19,0.19,0.45,0.37
719,Wayne Routledge,Swansea,29,2327,3,3,1,3.86,3.86,2.31,8.54,3.12,0.15,0.15,0.09,0.24,0.24,0.33,0.12
733,Jack Rodwell,Sunderland,23,1483,3,3,0,2.48,2.48,0.28,5.96,4.82,0.15,0.15,0.02,0.17,0.17,0.36,0.29
740,Sebastian Larsson,Sunderland,36,3079,3,3,3,2.72,2.72,3.49,8.63,5.84,0.08,0.08,0.1,0.18,0.18,0.25,0.17
757,Jeffrey Schlupp,Leicester,32,2557,3,3,2,2.3,2.3,1.55,7.16,3.82,0.08,0.08,0.05,0.14,0.14,0.25,0.13
769,Jonjo Shelvey,Swansea,31,2471,3,2,5,4.55,3.79,2.94,11.99,7.1,0.17,0.14,0.11,0.27,0.25,0.44,0.26
783,Nathan Dyer,Swansea,32,1879,3,3,2,2.02,2.02,2.24,8.58,5.94,0.1,0.1,0.11,0.2,0.2,0.41,0.28
812,Craig Gardner,West Bromwich Albion,35,2697,3,3,4,3.34,3.34,3.34,8.16,4.23,0.11,0.11,0.11,0.22,0.22,0.27,0.14
818,Victor Anichebe,West Bromwich Albion,21,1019,3,3,1,1.85,1.85,1.33,3.21,1.09,0.16,0.16,0.12,0.28,0.28,0.28,0.1
836,Victor Wanyama,Southampton,32,2367,3,3,1,1.72,1.72,0.93,7.77,5.48,0.07,0.07,0.04,0.1,0.1,0.3,0.21
1737,Matt Phillips,Queens Park Rangers,25,1827,3,3,8,3.09,3.09,3.04,5.41,1.11,0.15,0.15,0.15,0.3,0.3,0.27,0.05
2413,Steven N'Zonzi,Stoke,38,3381,3,3,1,2.54,2.54,1.79,9.02,6.26,0.07,0.07,0.05,0.12,0.12,0.24,0.17
3364,Morgan Amalfitano,West Ham,24,1174,3,3,1,2.62,2.62,1.0,5.84,3.06,0.2,0.2,0.08,0.28,0.28,0.45,0.23
3553,Angel Di Maria,Manchester United,27,1642,3,3,10,2.93,2.93,7.3,8.84,3.15,0.16,0.16,0.4,0.56,0.56,0.48,0.17
3814,Samuel Eto'o,Everton,14,765,3,3,1,2.37,2.37,1.01,4.1,2.01,0.28,0.28,0.12,0.4,0.4,0.48,0.24
4396,Bobby Zamora,Queens Park Rangers,31,1779,3,3,4,2.99,2.99,6.01,9.42,3.24,0.15,0.15,0.3,0.46,0.46,0.48,0.16
4427,Andreas Weimann,Aston Villa,31,1782,3,3,2,2.72,2.72,1.12,4.37,0.96,0.14,0.14,0.06,0.19,0.19,0.22,0.05
492,Hector Bellerin,Arsenal,20,1564,2,2,1,0.28,0.28,1.77,6.44,5.21,0.02,0.02,0.1,0.12,0.12,0.37,0.3
512,Scott Dann,Crystal Palace,34,2926,2,2,3,1.25,1.25,3.09,3.48,2.95,0.04,0.04,0.09,0.13,0.13,0.11,0.09
517,Joe Ledley,Crystal Palace,32,2581,2,2,0,1.69,1.69,1.5,3.83,2.53,0.06,0.06,0.05,0.11,0.11,0.13,0.09
521,Emmanuel Adebayor,Tottenham,13,811,2,2,1,2.9,2.9,1.35,5.35,1.7,0.32,0.32,0.15,0.47,0.47,0.59,0.19
533,Mark Noble,West Ham,28,2321,2,1,3,2.42,0.9,3.1,8.77,7.17,0.09,0.03,0.12,0.21,0.16,0.34,0.28
534,Aaron Cresswell,West Ham,38,3420,2,2,4,1.24,1.24,4.84,9.59,6.95,0.03,0.03,0.13,0.16,0.16,0.25,0.18
548,Daley Blind,Manchester United,25,2174,2,2,2,1.0,1.0,1.45,9.22,7.47,0.04,0.04,0.06,0.1,0.1,0.38,0.31
588,Leighton Baines,Everton,31,2775,2,0,9,2.97,0.69,6.35,9.68,6.83,0.1,0.02,0.21,0.3,0.23,0.31,0.22
589,James McCarthy,Everton,28,2416,2,2,1,1.41,1.41,1.04,8.4,6.61,0.05,0.05,0.04,0.09,0.09,0.31,0.25
592,Ross Barkley,Everton,29,1967,2,2,2,3.76,3.0,2.57,8.09,4.67,0.17,0.14,0.12,0.29,0.25,0.37,0.21
593,Aaron Lennon,Everton,23,1345,2,2,2,1.22,1.22,2.71,5.87,2.6,0.08,0.08,0.18,0.26,0.26,0.39,0.17
603,Nathaniel Clyne,Southampton,35,3148,2,2,0,0.94,0.94,2.09,8.07,5.57,0.03,0.03,0.06,0.09,0.09,0.23,0.16
608,Alberto Moreno,Liverpool,28,2273,2,2,0,1.94,1.94,1.66,6.78,3.96,0.08,0.08,0.07,0.14,0.14,0.27,0.16
615,Fernando,Manchester City,25,1886,2,2,2,1.68,1.68,1.58,11.18,9.97,0.08,0.08,0.08,0.16,0.16,0.53,0.48
621,Aleksandar Kolarov,Manchester City,21,1483,2,2,3,1.06,1.06,1.74,6.38,5.42,0.06,0.06,0.11,0.17,0.17,0.39,0.33
631,Ashley Young,Manchester United,26,2076,2,2,5,2.51,2.51,4.12,7.87,3.89,0.11,0.11,0.18,0.29,0.29,0.34,0.17
633,James McArthur,Crystal Palace,32,2623,2,2,0,2.07,2.07,1.77,6.69,3.59,0.07,0.07,0.06,0.13,0.13,0.23,0.12
643,Eric Dier,Tottenham,28,2288,2,2,2,1.42,1.42,1.47,8.79,7.49,0.06,0.06,0.06,0.11,0.11,0.35,0.29
644,Erik Lamela,Tottenham,33,2297,2,2,7,2.45,2.45,6.1,11.23,7.29,0.1,0.1,0.24,0.34,0.34,0.44,0.29
700,Willian,Chelsea,36,2439,2,2,3,4.23,4.23,5.78,17.25,9.93,0.16,0.16,0.21,0.37,0.37,0.64,0.37
748,Wes Morgan,Leicester,37,3293,2,2,2,2.28,2.28,0.92,2.87,2.13,0.06,0.06,0.03,0.09,0.09,0.08,0.06
753,Marc Albrighton,Leicester,18,1011,2,2,3,1.39,1.39,3.89,6.1,3.26,0.12,0.12,0.35,0.47,0.47,0.54,0.29
775,Andros Townsend,Tottenham,17,767,2,1,2,1.78,1.02,0.95,2.93,1.84,0.21,0.12,0.11,0.32,0.23,0.34,0.22
784,Andy King,Leicester,24,1366,2,2,0,2.06,2.06,0.13,4.11,2.85,0.14,0.14,0.01,0.14,0.14,0.27,0.19
804,Craig Dawson,West Bromwich Albion,29,2593,2,2,0,1.77,1.77,0.31,3.12,2.87,0.06,0.06,0.01,0.07,0.07,0.11,0.1
816,Rickie Lambert,Liverpool,25,798,2,2,2,1.84,1.84,0.84,4.12,1.73,0.21,0.21,0.1,0.3,0.3,0.46,0.19
819,James Chester,Hull,23,1878,2,2,0,0.69,0.69,0.2,2.35,2.19,0.03,0.03,0.01,0.04,0.04,0.11,0.1
835,Ryan Bertrand,Southampton,34,3057,2,2,2,0.98,0.98,3.74,11.75,8.78,0.03,0.03,0.11,0.14,0.14,0.35,0.26
877,Samir Nasri,Manchester City,24,1596,2,2,6,2.48,2.48,4.47,12.84,8.55,0.14,0.14,0.25,0.39,0.39,0.72,0.48
886,Ryan Shawcross,Stoke,32,2831,2,2,1,2.28,2.28,1.25,3.21,2.37,0.07,0.07,0.04,0.11,0.11,0.1,0.08
891,Leon Osman,Everton,21,1262,2,2,2,2.72,2.72,1.54,6.01,3.73,0.19,0.19,0.11,0.3,0.3,0.43,0.27
904,Chris Brunt,West Bromwich Albion,34,2901,2,2,10,2.06,2.06,5.36,6.67,4.85,0.06,0.06,0.17,0.23,0.23,0.21,0.15
905,Marouane Chamakh,Crystal Palace,18,1163,2,2,0,2.01,2.01,0.68,2.58,1.09,0.16,0.16,0.05,0.21,0.21,0.2,0.08
916,Yoan Gouffran,Newcastle United,31,1991,2,2,1,1.55,1.55,1.59,4.42,2.55,0.07,0.07,0.07,0.14,0.14,0.2,0.12
933,Brede Hangeland,Crystal Palace,14,1175,2,2,1,0.99,0.99,0.55,0.92,0.87,0.08,0.08,0.04,0.12,0.12,0.07,0.07
936,Ramires,Chelsea,23,1089,2,2,4,1.87,1.87,2.08,7.35,3.96,0.15,0.15,0.17,0.33,0.33,0.61,0.33
939,Mauro Zarate,Queens Park Rangers,11,481,2,2,1,0.72,0.72,0.43,1.22,0.56,0.13,0.13,0.08,0.21,0.21,0.23,0.1
956,Andrej Kramaric,Leicester,13,569,2,2,0,2.06,2.06,0.7,2.53,0.41,0.33,0.33,0.11,0.44,0.44,0.4,0.06
990,James Morrison,West Bromwich Albion,33,2567,2,2,1,1.74,1.74,3.1,8.34,6.15,0.06,0.06,0.11,0.17,0.17,0.29,0.22
1036,Jack Wilshere,Arsenal,14,739,2,2,1,2.42,2.42,1.43,7.23,4.52,0.29,0.29,0.17,0.47,0.47,0.88,0.55
1654,Ben Mee,Burnley,33,2889,2,2,1,1.93,1.93,0.87,4.24,3.46,0.06,0.06,0.03,0.09,0.09,0.13,0.11
1659,Scott Arfield,Burnley,37,3210,2,2,1,3.17,2.4,2.06,8.51,5.22,0.09,0.07,0.06,0.15,0.13,0.24,0.15
1685,Ahmed Elmohamady,Hull,38,3420,2,2,5,1.91,1.91,4.92,9.79,4.93,0.05,0.05,0.13,0.18,0.18,0.26,0.13
4367,Eljero Elia,Southampton,16,798,2,2,0,0.75,0.75,0.71,1.74,0.86,0.08,0.08,0.08,0.17,0.17,0.2,0.1
4383,Carlton Cole,West Ham,23,894,2,2,0,1.73,1.73,0.66,2.54,1.45,0.17,0.17,0.07,0.24,0.24,0.26,0.15
4397,Niko Kranjcar,Queens Park Rangers,22,1108,2,2,1,1.91,1.91,1.73,3.01,1.03,0.16,0.16,0.14,0.3,0.3,0.24,0.08
4400,Tomas Rosicky,Arsenal,15,562,2,2,1,0.97,0.97,1.54,4.89,3.27,0.16,0.16,0.25,0.4,0.4,0.78,0.52
4406,Lazar Markovic,Liverpool,19,932,2,2,1,1.88,1.88,1.46,5.3,2.21,0.18,0.18,0.14,0.32,0.32,0.51,0.21
4420,Sammy Ameobi,Newcastle United,25,1416,2,2,2,0.99,0.99,1.88,3.59,1.51,0.06,0.06,0.12,0.18,0.18,0.23,0.1
480,Joe Allen,Liverpool,21,1477,1,1,0,0.7,0.7,0.54,3.11,2.21,0.04,0.04,0.03,0.08,0.08,0.19,0.13
508,Calum Chambers,Arsenal,23,1574,1,1,1,0.81,0.81,0.88,3.62,3.28,0.05,0.05,0.05,0.1,0.1,0.21,0.19
510,Joel Ward,Crystal Palace,37,3330,1,1,0,0.31,0.31,0.88,2.68,2.13,0.01,0.01,0.02,0.03,0.03,0.07,0.06
529,Winston Reid,West Ham,30,2497,1,1,0,1.24,1.24,1.22,3.96,3.86,0.04,0.04,0.04,0.09,0.09,0.14,0.14
530,James Tomkins,West Ham,22,1858,1,1,3,2.16,2.16,2.03,1.53,1.44,0.1,0.1,0.1,0.2,0.2,0.07,0.07
586,John Stones,Everton,23,2046,1,1,0,0.2,0.2,0.66,3.36,3.28,0.01,0.01,0.03,0.04,0.04,0.15,0.14
601,Arouna Kone,Everton,12,611,1,1,1,1.13,1.13,0.73,2.42,1.07,0.17,0.17,0.11,0.27,0.27,0.36,0.16
604,Emre Can,Liverpool,27,2068,1,1,0,0.45,0.45,1.28,6.68,5.87,0.02,0.02,0.06,0.08,0.08,0.29,0.26
607,Martin Skrtel,Liverpool,33,2970,1,1,0,1.0,1.0,0.44,6.89,6.73,0.03,0.03,0.01,0.04,0.04,0.21,0.2
610,Pablo Zabaleta,Manchester City,29,2590,1,1,4,1.36,1.36,3.76,17.0,14.82,0.05,0.05,0.13,0.18,0.18,0.59,0.52
613,Gael Clichy,Manchester City,23,2060,1,1,3,1.08,1.08,2.3,10.75,8.6,0.05,0.05,0.1,0.15,0.15,0.47,0.38
623,Martin Demichelis,Manchester City,31,2554,1,1,0,0.38,0.38,0.26,10.53,10.46,0.01,0.01,0.01,0.02,0.02,0.37,0.37
639,Toby Alderweireld,Southampton,26,2264,1,1,0,0.93,0.93,0.7,5.91,5.19,0.04,0.04,0.03,0.06,0.06,0.23,0.21
