Rank,Name,Position,Team,Weekly Salary,year
,Gylfi Sigurdsson,Midfielder,EFC,100000,2019
,Theo Walcott,Forward,EFC,100000,2019
,Dejan Lovren,Defender,LFC,100000,2019
,Sadio Mane,Forward,LFC,100000,2019
,Joel Matip,Defender,LFC,100000,2019
,Fabinho Tavares,Midfielder,LFC,100000,2019
,John Stones,Defender,MCFC,100000,2019
,Dele Alli,Midfielder,THFC,100000,2019
,Hugo Lloris,Goalkeeper,THFC,100000,2019
,Jan Vertonghen,Defender,THFC,100000,2019
,Jack Wilshere,Midfielder,WHUFC,100000,2019
,Jose Moutinho,Midfielder,WWFC,100000,2019
,Rui Patricio,Goalkeeper,WWFC,100000,2019
86.0,Ross Barkley,Midfielder,CFC,96154,2019
87.0,Sokratis Papastathopoulos,Defender,AFC,92000,2019
88.0,Gabriel Martinelli,Forward,AFC,90000,2019
,Shkodran Mustafi,Defender,AFC,90000,2019
,Michy Batshuayi,Forward,CFC,90000,2019
,Richarlison de Andrade,Forward,EFC,90000,2019
,Lucas Digne,Defender,EFC,90000,2019
,Alisson Becker,Goalkeeper,LFC,90000,2019
,Georginio Wijnaldum,Midfielder,LFC,90000,2019
,Gabriel Jesus,Forward,MCFC,90000,2019
,Benjamin Mendy,Defender,MCFC,90000,2019
,Leroy Sane,Forward,MCFC,90000,2019
,Aaron Wan-Bissaka,Defender,MUFC,90000,2019
,Wilfried Bony,Forward,SCAFC,90000,2019
,Leander Dendoncker,Midfielder,WWFC,90000,2019
101.0,Joelinton Cassio Apolinario de Lira,Forward,NUFC,86538,2019
102.0,Felipe Anderson,Midfielder,WHUFC,85000,2019
103.0,Kieran Tierney,Defender,AFC,80769,2019
104.0,Andreas Christensen,Defender,CFC,80000,2019
,Mason Mount,Midfielder,CFC,80000,2019
,Fabian Delph,Midfielder,EFC,80000,2019
,Jonny Evans,Defender,LC,80000,2019
,Adrien Silva,Midfielder,LC,80000,2019
,Xherdan Shaqiri,Midfielder,LFC,80000,2019
,Claudio Bravo,Goalkeeper,MCFC,80000,2019
,Joao Cancelo,Defender,MCFC,80000,2019
,Eric Bailly,Defender,MUFC,80000,2019
,Marcos Rojo,Defender,MUFC,80000,2019
,Saido Berahino,Forward,SCFC,80000,2019
,Toby Alderweireld,Defender,THFC,80000,2019
,Erik Lamela,Midfielder,THFC,80000,2019
,Lucas Moura,Midfielder,THFC,80000,2019
,Moussa Sissoko,Midfielder,THFC,80000,2019
119.0,Lucas Torreira,Midfielder,AFC,75000,2019
,Jean-Philippe Gbamin,Midfielder,EFC,75000,2019
,Onyinye Ndidi,Midfielder,LC,75000,2019
,Dennis Praet,Midfielder,LC,75000,2019
,Trent Alexander-Arnold,Defender,LFC,75000,2019
,Joe Gomez,Defender,LFC,75000,2019
,Takumi Minamino,Forward,LFC,75000,2019
,Phil Jones,Defender,MUFC,75000,2019
,Jesse Lingard,Forward,MUFC,75000,2019
,Andy Carroll,Forward,NUFC,75000,2019
,Danny Ings,Forward,SFC,75000,2019
,Pablo Zabaleta,Defender,WHUFC,75000,2019
131.0,Steven Bergwijn,Forward,THFC,73077,2019
132.0,Ricardo Pereira,Defender,LC,70000,2019
,Nathaniel Clyne,Defender,LFC,70000,2019
,Sergio Romero,Goalkeeper,MUFC,70000,2019
,Jonjo Shelvey,Midfielder,NUFC,70000,2019
,Ryan Bertrand,Defender,SFC,70000,2019
,Kevin Wimmer,Defender,SCFC,70000,2019
,Serge Aurier,Defender,THFC,70000,2019
,Giovani Lo Celso,Midfielder,THFC,70000,2019
,Abdoulaye Doucoure,Midfielder,WAT,70000,2019
,Andre Gray,Forward,WAT,70000,2019
,Charlie Austin,Forward,WBAFC,70000,2019
,Michail Antonio,Midfielder,WHUFC,70000,2019
,Manuel Lanzini,Midfielder,WHUFC,70000,2019
,Angelo Ogbonna,Defender,WHUFC,70000,2019
146.0,Pablo Fornals,Midfielder,WHUFC,67308,2019
147.0,Andre-Frank Zambo Anguissa,Midfielder,FFC,67000,2019
,Issa Diop,Defender,WHUFC,67000,2019
149.0,Gary Cahill,Defender,CP,65000,2019
,Cheikhou Kouyate,Midfielder,CP,65000,2019
,Leighton Baines,Defender,EFC,65000,2019
,Jean Michael Seri,Midfielder,FFC,65000,2019
,Ben Chilwell,Defender,LC,65000,2019
,Ederson Moraes,Goalkeeper,MCFC,65000,2019
,Sofiane Boufal,Midfielder,SFC,65000,2019
,Oriol Romeu,Midfielder,SFC,65000,2019
,Cedric Soares,Defender,SFC,65000,2019
,Eric Maxim Choupo-Moting,Midfielder,SCFC,65000,2019
,Davinson Sanchez,Defender,THFC,65000,2019
,Troy Deeney,Forward,WAT,65000,2019
,Lukasz Fabianski,Goalkeeper,WHUFC,65000,2019
162.0,Nathaniel Phillips,Defender,LFC,64615,2019
,Nathaniel Phillips,Defender,LFC,64615,2019
164.0,Ismaila Sarr,Forward,WAT,63000,2019
165.0,Patrick Cutrone,Forward,WWFC,62923,2019
166.0,Callum Wilson,Forward,BOU,60000,2019
,Scott Dann,Defender,CP,60000,2019
,Vicente Guaita,Goalkeeper,CP,60000,2019
,Connor Wickham,Forward,CP,60000,2019
,Michael Keane,Defender,EFC,60000,2019
,Cenk Tosun,Forward,EFC,60000,2019
,Aleksandar Mitrovic,Forward,FFC,60000,2019
,Kelechi Iheanacho,Forward,LC,60000,2019
,Wes Morgan,Defender,LC,60000,2019
,Divock Origi,Forward,LFC,60000,2019
,Shane Long,Forward,SFC,60000,2019
,Nathan Redmond,Midfielder,SFC,60000,2019
,Jannik Vestergaard,Defender,SFC,60000,2019
,Bruno Martins Indi,Defender,SCFC,60000,2019
,Ben Davies,Defender,THFC,60000,2019
,Eric Dier,Midfielder,THFC,60000,2019
,Danny Rose,Defender,THFC,60000,2019
,Gerard Deulofeu,Forward,WAT,60000,2019
,Nacer Chadli,Midfielder,WBAFC,60000,2019
,Jared Bowen,Forward,WHUFC,60000,2019
,Declan Rice,Defender,WHUFC,60000,2019
,Daniel Podence,Forward,WWFC,60000,2019
188.0,Reece James,Defender,CFC,58000,2019
189.0,Tammy Abraham,Forward,CFC,57692,2019
,Pedro Rodriguez Ledesma,Midfielder,CFC,57692,2019
,Ryan Sessegnon,Midfielder,THFC,57692,2019
192.0,Jeffrey Schlupp,Defender,CP,56000,2019
193.0,Bjorn Engels,Defender,AVFC,55000,2019
,Ben Mee,Defender,BFC,55000,2019
,James McArthur,Midfielder,CP,55000,2019
,Luka Milivojevic,Midfielder,CP,55000,2019
,Jairo Riedewald,Defender,CP,55000,2019
,Andros Townsend,Forward,CP,55000,2019
,Patrick Van Aanholt,Defender,CP,55000,2019
,Seamus Coleman,Defender,EFC,55000,2019
,Oumar Niasse,Forward,EFC,55000,2019
,Demarai Gray,Forward,LC,55000,2019
,Vicente Iborra,Midfielder,LC,55000,2019
,James Maddison,Midfielder,LC,55000,2019
,Emil Krafth,Defender,NUFC,55000,2019
,Moussa Djenepo,Forward,SFC,55000,2019
,Ryan Shawcross,Defender,SCFC,55000,2019
,Kieran Gibbs,Defender,WBAFC,55000,2019
,Conor Coady,Defender,WWFC,55000,2019
210.0,Yoshinori Muto,Forward,NUFC,54000,2019
211.0,Moise Kean,Forward,EFC,53173,2019
212.0,Marco van Ginkel,Midfielder,CFC,52885,2019
213.0,Ainsley Maitland-Niles,Midfielder,AFC,52000,2019
214.0,Dani Ceballos,Midfielder,AFC,51923,2019
215.0,Jefferson Lerma,Midfielder,BOU,50000,2019
,Calum Chambers,Defender,AFC,50000,2019
,Pascal Gross,Midfielder,BHA,50000,2019
,Alireza Jahanbakhsh,Forward,BHA,50000,2019
,Neal Maupay,Forward,BHA,50000,2019
,Martin Montoya,Defender,BHA,50000,2019
,Adam Webster,Defender,BHA,50000,2019
,James Tarkowski,Defender,BFC,50000,2019
,Chris Wood,Forward,BFC,50000,2019
,James McCarthy,Midfielder,CP,50000,2019
,James Tomkins,Defender,CP,50000,2019
,Alex Iwobi,Forward,EFC,50000,2019
,Michael Hector,Defender,FFC,50000,2019
,Christian Fuchs,Defender,LC,50000,2019
,Nampalys Mendy,Midfielder,LC,50000,2019
,Andrew Robertson,Defender,LFC,50000,2019
,Adrian San Miguel del Castillo,Goalkeeper,LFC,50000,2019
,Axel Tuanzebe,Defender,MUFC,50000,2019
,Phil Jagielka,Defender,SUFC,50000,2019
,Stuart Armstrong,Midfielder,SFC,50000,2019
,Pierre-Emile Hojbjerg,Midfielder,SFC,50000,2019
,Alex McCarthy,Goalkeeper,SFC,50000,2019
,Maya Yoshida,Defender,SFC,50000,2019
,Joe Allen,Midfielder,SCFC,50000,2019
,Giannelli Imbula,Midfielder,SCFC,50000,2019
,Sam Clucas,Midfielder,SCAFC,50000,2019
,Harry Winks,Midfielder,THFC,50000,2019
,Tom Cleverley,Midfielder,WAT,50000,2019
,Aaron Cresswell,Defender,WHUFC,50000,2019
,Mark Noble,Midfielder,WHUFC,50000,2019
,Carlos Sanchez,Midfielder,WHUFC,50000,2019
,Willy Boly,Defender,WWFC,50000,2019
,Pedro Neto,Forward,WWFC,50000,2019
,Ruben Neves,Midfielder,WWFC,50000,2019
249.0,Roque Mesa,Midfielder,SCAFC,49000,2019
250.0,Erik Pieters,Defender,BFC,48077,2019
251.0,Jack Stephens,Defender,SFC,48000,2019
,Bojan Krkic,Midfielder,SCFC,48000,2019
253.0,Jake Livermore,Midfielder,WBAFC,46000,2019
254.0,Steve Cook,Defender,BOU,45000,2019
,Joshua King,Forward,BOU,45000,2019
,Edward Nketiah,Forward,AFC,45000,2019
,Lewis Dunk,Defender,BHA,45000,2019
,Jose Izquierdo,Forward,BHA,45000,2019
,Davy Propper,Midfielder,BHA,45000,2019
,Steven Defour,Midfielder,BFC,45000,2019
,Joe Hart,Goalkeeper,BFC,45000,2019
,Fabricio Agosto Ramirez,Goalkeeper,FFC,45000,2019
,Marc Albrighton,Midfielder,LC,45000,2019
,Ayoze Perez,Forward,LC,45000,2019
,Caglar Soyuncu,Defender,LC,45000,2019
,Marlos Moreno,Forward,MCFC,45000,2019
,Matteo Darmian,Defender,MUFC,45000,2019
,Daniel James,Forward,MUFC,45000,2019
,Matt Ritchie,Midfielder,NUFC,45000,2019
,James Ward-Prowse,Midfielder,SFC,45000,2019
,Gonzalez Baston,Forward,SCAFC,45000,2019
,Daryl Janmaat,Defender,WAT,45000,2019
,Roberto Pereyra,Midfielder,WAT,45000,2019
,Sebastian Prodl,Defender,WAT,45000,2019
,Diogo Jota,Forward,WWFC,45000,2019
276.0,Emerson Palmieri,Defender,CFC,44000,2019
277.0,Billy Gilmour,Midfielder,CFC,43269,2019
278.0,Federico Fernandez,Defender,NUFC,43000,2019
,Adama Traore,Midfielder,WWFC,43000,2019
280.0,Miguel Almiron,Midfielder,NUFC,42327,2019
281.0,Tom Heaton,Goalkeeper,AVFC,42000,2019
,Charly Musonda,Midfielder,CFC,42000,2019
283.0,Raul Jimenez,Forward,WWFC,41231,2019
284.0,Nathan Ake,Defender,BOU,40000,2019
,Harry Arter,Midfielder,BOU,40000,2019
,Artur Boruc,Goalkeeper,BOU,40000,2019
,Matteo Guendouzi,Midfielder,AFC,40000,2019
,Rob Holding,Defender,AFC,40000,2019
,William Saliba,Defender,AFC,40000,2019
,Frederic Guilbert,Defender,AVFC,40000,2019
,Henri Lansbury,Midfielder,AVFC,40000,2019
,Mbwana Samatta,Forward,AVFC,40000,2019
,Shane Duffy,Defender,BHA,40000,2019
,Ashley Barnes,Forward,BFC,40000,2019
,Josh Brownhill,Midfielder,BFC,40000,2019
,Ben Gibson,Defender,BFC,40000,2019
,Kurt Zouma,Defender,CFC,40000,2019
,Wayne Hennessey,Goalkeeper,CP,40000,2019
,Dwight Gayle,Forward,NUFC,40000,2019
,Jamaal Lascelles,Defender,NUFC,40000,2019
,Fabian Schar,Defender,NUFC,40000,2019
,Ki Sung-yueng,Midfielder,NUFC,40000,2019
,Angus Gunn,Goalkeeper,SFC,40000,2019
,Etienne Capoue,Midfielder,WAT,40000,2019
,Fabian Balbuena,Defender,WHUFC,40000,2019
,Ryan Fredericks,Midfielder,WHUFC,40000,2019
,Arthur Masuaku,Defender,WHUFC,40000,2019
,Robert Snodgrass,Midfielder,WHUFC,40000,2019
309.0,Oskar Buur,Defender,WWFC,38462,2019
310.0,Jordon Ibe,Forward,BOU,38000,2019
,Jack Cork,Midfielder,BFC,38000,2019
,Martin Dubravka,Goalkeeper,NUFC,38000,2019
,Florian Lejeune,Defender,NUFC,38000,2019
314.0,Ivan Cavaleiro,Forward,FFC,37500,2019
,Bobby Reid,Midfielder,FFC,37500,2019
316.0,Jonny Castro,Defender,WWFC,36673,2019
317.0,Lewis Cook,Midfielder,BOU,35000,2019
,Charlie Daniels,Defender,BOU,35000,2019
,Dan Gosling,Midfielder,BOU,35000,2019
,Adam Smith,Defender,BOU,35000,2019
,Junior Stanislas,Forward,BOU,35000,2019
,Andrew Surman,Midfielder,BOU,35000,2019
,Jack Grealish,Midfielder,AVFC,35000,2019
,Wesley Moraes,Forward,AVFC,35000,2019
,Matt Targett,Defender,AVFC,35000,2019
,Anthony Knockaert,Forward,BHA,35000,2019
,Tariq Lamptey,Defender,BHA,35000,2019
,Mathew Ryan,Goalkeeper,BHA,35000,2019
,Leandro Trossard,Forward,BHA,35000,2019
,Robbie Brady,Midfielder,BFC,35000,2019
,Jeff Hendrick,Midfielder,BFC,35000,2019
,Aaron Lennon,Forward,BFC,35000,2019
,Nick Pope,Goalkeeper,BFC,35000,2019
,Jay Rodriguez,Forward,BFC,35000,2019
,Matej Vydra,Forward,BFC,35000,2019
,Willy Caballero,Goalkeeper,CFC,35000,2019
,Joel Ward,Defender,CP,35000,2019
,Cuco Martina,Defender,EFC,35000,2019
,Marcus Bettinelli,Goalkeeper,FFC,35000,2019
,Laurent Depoitre,Forward,HUD,35000,2019
,Erik Durm,Defender,HUD,35000,2019
,Terence Kongolo,Defender,HUD,35000,2019
,Steve Mounie,Forward,HUD,35000,2019
,Patrick Bamford,Forward,LUFC,35000,2019
,Mason Greenwood,Forward,MUFC,35000,2019
,Ciaran Clark,Defender,NUFC,35000,2019
,Paul Dummett,Defender,NUFC,35000,2019
,Javier Manquillo,Defender,NUFC,35000,2019
,Henri Saivet,Midfielder,NUFC,35000,2019
,Jack Butland,Goalkeeper,SCFC,35000,2019
,Tom Carroll,Midfielder,SCAFC,35000,2019
,Nathaniel Chalobah,Midfielder,WAT,35000,2019
,Heurelho Gomes,Goalkeeper,WAT,35000,2019
,Allan-Romeo Nyom,Defender,WBAFC,35000,2019
,Darren Randolph,Goalkeeper,WHUFC,35000,2019
356.0,Youri Tielemans,Midfielder,LC,33038,2019
357.0,Mathias Jorgensen,Defender,HUD,33000,2019
,Martin Olsson,Defender,SCAFC,33000,2019
359.0,Douglas Luiz,Midfielder,AVFC,32873,2019
360.0,Sander Berge,Midfielder,SUFC,32692,2019
361.0,Mahmoud Hassan,Forward,AVFC,32500,2019
,Jordan Ayew,Forward,CP,32500,2019
,Sam Johnstone,Goalkeeper,WBAFC,32500,2019
364.0,Kiko Casilla,Goalkeeper,LUFC,32115,2019
365.0,Neil Taylor,Defender,AVFC,32000,2019
,Ezequiel Schelotto,Defender,BHA,32000,2019
,Alfie Mawson,Defender,FFC,32000,2019
,Matty James,Midfielder,LC,32000,2019
,Nathan Dyer,Midfielder,SCAFC,32000,2019
370.0,Ashley Westwood,Midfielder,BFC,31000,2019
,Yuning Zhang,Forward,WBAFC,31000,2019
372.0,Anwar El Ghazi,Forward,AVFC,30962,2019
373.0,Alexis Mac Allister,Midfielder,BHA,30769,2019
374.0,Simon Francis,Defender,BOU,30000,2019
,Lloyd Kelly,Defender,BOU,30000,2019
,Jack Stacey,Defender,BOU,30000,2019
,James Chester,Defender,AVFC,30000,2019
,Conor Hourihane,Midfielder,AVFC,30000,2019
,Marvelous Nakamba,Midfielder,AVFC,30000,2019
,Solly March,Midfielder,BHA,30000,2019
,Glenn Murray,Forward,BHA,30000,2019
,Dale Stephens,Midfielder,BHA,30000,2019
,Johann Berg Gudmundsson,Midfielder,BFC,30000,2019
,Alex Smithies,Goalkeeper,CCFC,30000,2019
,Ruben Loftus-Cheek,Forward,CFC,30000,2019
,Muhamed Besic,Midfielder,EFC,30000,2019
,Joe Bryan,Defender,FFC,30000,2019
,Tom Cairney,Midfielder,FFC,30000,2019
,Joshua Onomah,Midfielder,FFC,30000,2019
,Adama Diakhaby,Forward,HUD,30000,2019
,Alex Pritchard,Midfielder,HUD,30000,2019
,Bartosz Kapustka,Midfielder,LC,30000,2019
,Lee Grant,Goalkeeper,MUFC,30000,2019
,Andreas Pereira,Midfielder,MUFC,30000,2019
,Christian Atsu,Forward,NUFC,30000,2019
,Deandre Yedlin,Defender,NUFC,30000,2019
,Sam Byram,Defender,NCFC,30000,2019
,Che Adams,Forward,SFC,30000,2019
,Geoff Cameron,Defender,SCFC,30000,2019
,Jefferson Montero,Midfielder,SCAFC,30000,2019
,Ben Foster,Goalkeeper,WAT,30000,2019
,Jose Holebas,Defender,WAT,30000,2019
,Will Hughes,Midfielder,WAT,30000,2019
,Christian Kabasele,Defender,WAT,30000,2019
,Isaac Success,Forward,WAT,30000,2019
,Oliver Burke,Forward,WBAFC,30000,2019
,Hal Robson-Kanu,Forward,WBAFC,30000,2019
,Ruben Vinagre,Defender,WWFC,30000,2019
409.0,Junior Hoilett,Forward,CCFC,28000,2019
,Jonas Lossl,Goalkeeper,EFC,28000,2019
,Adam Masina,Defender,WAT,28000,2019
412.0,Ryan Fraser,Forward,BOU,27000,2019
,Tim Ream,Defender,FFC,27000,2019
,Ramadan Sobhi,Forward,HUD,27000,2019
415.0,Ahmed Hegazy,Defender,WBAFC,26500,2019
416.0,Brad Smith,Defender,BOU,25000,2019
,Dominic Solanke,Forward,BOU,25000,2019
,Konstantinos Mavropanos,Defender,AFC,25000,2019
,Ahmed Elmohamady,Midfielder,AVFC,25000,2019
,Jose Ignacio Peleteiro Ramallo,Forward,AVFC,25000,2019
,John McGinn,Midfielder,AVFC,25000,2019
,Tyrone Mings,Defender,AVFC,25000,2019
,Jota Peleteiro,Midfielder,AVFC,25000,2019
,Pontus Jansson,Defender,BFC,25000,2019
,Yves Bissouma,Midfielder,BHA,25000,2019
,Bernardo Fernandes da Silva Junior,Midfielder,BHA,25000,2019
,Phil Bardsley,Defender,BFC,25000,2019
,Matthew Lowton,Defender,BFC,25000,2019
,Charlie Taylor,Defender,BFC,25000,2019
,Sean Morrison,Defender,CCFC,25000,2019
,Josh Murphy,Forward,CCFC,25000,2019
,Isaiah Brown,Forward,CFC,25000,2019
,Martin Kelly,Defender,CP,25000,2019
,Tom Davies,Midfielder,EFC,25000,2019
,Mason Holgate,Defender,EFC,25000,2019
,Maxime le Marchand,Defender,FFC,25000,2019
,Elias Kachunga,Forward,HUD,25000,2019
,Christopher Schindler,Defender,HUD,25000,2019
,Loris Karius,Goalkeeper,LFC,25000,2019
,Diogo Dalot,Midfielder,MUFC,25000,2019
,Karl Darlow,Goalkeeper,NUFC,25000,2019
,Rob Elliot,Goalkeeper,NUFC,25000,2019
,Jacob Murphy,Forward,NUFC,25000,2019
,Todd Cantwell,Midfielder,NCFC,25000,2019
,Grant Hanley,Defender,NCFC,25000,2019
,Tim Krul,Goalkeeper,NCFC,25000,2019
,Teemu Pukki,Forward,NCFC,25000,2019
,Lys Mousset,Forward,SUFC,25000,2019
,Kristoffer Nordfeldt,Goalkeeper,SCAFC,25000,2019
,Kamil Grosicki,Forward,WBAFC,25000,2019
451.0,Joe Ralls,Midfielder,CCFC,24519,2019
452.0,Kevin Long,Defender,BFC,23077,2019
,Goncalo Cardoso,Defender,WHUFC,23077,2019
454.0,Florent Hadergjonaj,Defender,HUD,23000,2019
,Jonathan Hogg,Midfielder,HUD,23000,2019
,Eldin Jakupovic,Goalkeeper,LC,23000,2019
,Craig Cathcart,Defender,WAT,23000,2019
458.0,Callum Paterson,Defender,CCFC,22500,2019
,Max Aarons,Defender,NCFC,22500,2019
,Lukas Rupp,Midfielder,NCFC,22500,2019
461.0,Kevin McDonald,Midfielder,FFC,22000,2019
,Isaac Hayden,Midfielder,NUFC,22000,2019
,Romain Saiss,Midfielder,WWFC,22000,2019
,Romain Saiss,Midfielder,WWFC,22000,2019
465.0,Matt Clarke,Defender,BHA,21923,2019
,Onel Hernandez,Forward,NCFC,21923,2019
467.0,Juan Foyth,Defender,THFC,21500,2019
468.0,Daniel Amartey,Midfielder,LC,21000,2019
469.0,Gaetan Bong,Defender,BHA,20192,2019
470.0,David Brooks,Midfielder,BOU,20000,2019
,Emiliano Martinez,Goalkeeper,AFC,20000,2019
,Joe Willock,Midfielder,AFC,20000,2019
,Orjan Nyland,Goalkeeper,AVFC,20000,2019
,Bryan Mbeumo,Midfielder,BFC,20000,2019
,Christian Noergaard,Midfielder,BFC,20000,2019
,Dominic Calvert-Lewin,Forward,EFC,20000,2019
,Cyrus Christie,Defender,FFC,20000,2019
,Chris Lowe,Defender,HUD,20000,2019
,Tommy Smith,Defender,HUD,20000,2019
,Adam Forshaw,Midfielder,LUFC,20000,2019
,Danny Ward,Goalkeeper,LC,20000,2019
,Arijanet Muric,Goalkeeper,MCFC,20000,2019
,Oleksandr Zinchenko,Midfielder,MCFC,20000,2019
,Tahith Chong,Forward,MUFC,20000,2019
,Timm Klose,Defender,NCFC,20000,2019
,Mario Vrancic,Midfielder,NCFC,20000,2019
,Oliver McBurnie,Forward,SUFC,20000,2019
,Michael Verrips,Goalkeeper,SUFC,20000,2019
,Jan Bednarek,Defender,SFC,20000,2019
,Erwin Mulder,Goalkeeper,SCAFC,20000,2019
,Cameron Carter-Vickers,Defender,THFC,20000,2019
,Paulo Gazzaniga,Goalkeeper,THFC,20000,2019
,Kyle Walker-Peters,Defender,THFC,20000,2019
,Kiko Femenia,Defender,WAT,20000,2019
,Matt Phillips,Midfielder,WBAFC,20000,2019
,Ryan Bennett,Defender,WWFC,20000,2019
,Leonardo Campana,Forward,WWFC,20000,2019
498.0,Joe Bennett,Defender,CCFC,19519,2019
,Neil Etheridge,Goalkeeper,CCFC,19519,2019
500.0,Christoph Zimmermann,Defender,NCFC,19423,2019
501.0,Diego Rico,Defender,BOU,19250,2019
502.0,Matthew Pennington,Defender,EFC,19231,2019
503.0,Lee Tomlin,Forward,CCFC,19000,2019
,Pablo Hernandez,Midfielder,LUFC,19000,2019
505.0,Lee Peltier,Defender,CCFC,18990,2019
506.0,Matthew Connolly,Defender,CCFC,18981,2019
,Greg Cunningham,Defender,CCFC,18981,2019
508.0,Darnell Furlong,Defender,WBAFC,18500,2019
509.0,Nathaniel Mendez-Laing,Forward,CCFC,18494,2019
510.0,Danny Ward,Forward,CCFC,18462,2019
511.0,Leon Balogun,Defender,BHA,18269,2019
512.0,Abdelhamid Sabiri,Midfielder,HUD,18000,2019
,Rajiv van La Parra,Midfielder,HUD,18000,2019
,Sam McQueen,Midfielder,SFC,18000,2019
,Adalberto Penaranda,Forward,WAT,18000,2019
516.0,Scott Hogan,Forward,AVFC,17500,2019
,Marco Stiepermann,Midfielder,NCFC,17500,2019
,Joe Lolley,Forward,NFFC,17500,2019
519.0,Max Kilman,Defender,WWFC,17308,2019
520.0,Juninho Bacuna,Midfielder,HUD,17000,2019
,Michael McGovern,Goalkeeper,NCFC,17000,2019
522.0,Semi Ajayi,Defender,WBAFC,16500,2019
523.0,Philip Heise,Defender,NCFC,16192,2019
524.0,David Button,Goalkeeper,BHA,16026,2019
,Jason Steele,Goalkeeper,BHA,16026,2019
526.0,Dan Burn,Defender,BHA,16000,2019
,Collin Quaner,Forward,HUD,16000,2019
528.0,Lovre Kalinic,Goalkeeper,AVFC,15712,2019
529.0,Philip Billing,Midfielder,BOU,15000,2019
,Sergi Canos,Midfielder,BFC,15000,2019
,Ethan Pinnock,Defender,BFC,15000,2019
,Jo Gorenc-Stankovic,Defender,HUD,15000,2019
,Ezgjan Alioski,Midfielder,LUFC,15000,2019
,Timothy Fosu-Mensah,Defender,MUFC,15000,2019
,Tom Trybull,Midfielder,NCFC,15000,2019
,Oliver Norwood,Midfielder,SUFC,15000,2019
,Richard Stearman,Defender,SUFC,15000,2019
,Adrian Mariappa,Defender,WAT,15000,2019
,Bruno Jordao,Midfielder,WWFC,15000,2019
540.0,Fikayo Tomori,Defender,CFC,14423,2019
,Eric Garcia,Defender,MCFC,14423,2019
542.0,Sol Bamba,Defender,CCFC,14000,2019
543.0,Kyle Bartley,Defender,WBAFC,13500,2019
544.0,Neeskens Kebano,Midfielder,FFC,13462,2019
545.0,Eunan O'Kane,Midfielder,LUFC,13000,2019
,Alexander Tettey,Midfielder,NCFC,13000,2019
547.0,Ibrahima Cisse,Midfielder,FFC,12500,2019
,Aboubakar Kamara,Forward,FFC,12500,2019
,Joao Pedro,Forward,WAT,12500,2019
,Romaine Sawyers,Midfielder,WBAFC,12500,2019
551.0,Rico Henry,Defender,BFC,12000,2019
,Gary Madine,Forward,CCFC,12000,2019
,Ben Hamer,Goalkeeper,HUD,12000,2019
,Jack Payne,Midfielder,HUD,12000,2019
,Phil Foden,Midfielder,MCFC,12000,2019
,Mortiz Leitner,Midfielder,NCFC,12000,2019
,Billy Sharp,Forward,SUFC,12000,2019
558.0,Nuno da Costa,Forward,NFFC,11923,2019
559.0,Chris Mepham,Defender,BOU,11673,2019
560.0,Conor Townsend,Defender,WBAFC,11500,2019
561.0,Jack Robinson,Defender,SUFC,11000,2019
562.0,Soufyan Ahannach,Forward,BHA,10000,2019
,Robert Sanchez,Goalkeeper,BHA,10000,2019
,Stefan Johansen,Midfielder,FFC,10000,2019
,Joel Coleman,Goalkeeper,HUD,10000,2019
,Barry Douglas,Defender,LUFC,10000,2019
,Harvey Barnes,Midfielder,LC,10000,2019
,Rhian Brewster,Forward,LFC,10000,2019
,Patrick Roberts,Midfielder,MCFC,10000,2019
,Scott McTominay,Midfielder,MUFC,10000,2019
,Kenny McLean,Midfielder,NCFC,10000,2019
,Joe Worrall,Defender,NFFC,10000,2019
,Luke Freeman,Midfielder,SUFC,10000,2019
,Dean Henderson,Goalkeeper,SUFC,10000,2019
,Jack O'Connell,Defender,SUFC,10000,2019
,Josh Tymon,Defender,SCFC,10000,2019
,Rekeem Harper,Midfielder,WBAFC,10000,2019
,Matt Doherty,Defender,WWFC,10000,2019
579.0,Bailey Peacock-Farrell,Goalkeeper,BFC,9615,2019
580.0,Gaetano Berardi,Defender,LUFC,9000,2019
,Leon Clarke,Forward,SUFC,9000,2019
582.0,Ouasim Bouy,Midfielder,LUFC,8800,2019
583.0,James Justin,Defender,LC,8250,2019
584.0,Kortney Hause,Defender,AVFC,8000,2019
,Ezri Konsa,Defender,AVFC,8000,2019
,Jed Steer,Goalkeeper,AVFC,8000,2019
,Beni Baningime,Midfielder,EFC,8000,2019
,Floyd Ayite,Forward,FFC,8000,2019
,Luke Ayling,Defender,LUFC,8000,2019
,Stuart Dallas,Midfielder,LUFC,8000,2019
,Emiliano Buendia,Forward,NCFC,8000,2019
,Ben Marshall,Midfielder,NCFC,8000,2019
,Mark Duffy,Midfielder,SUFC,8000,2019
,John Fleck,Midfielder,SUFC,8000,2019
,Domingos Quina,Midfielder,WAT,8000,2019
,Sam Field,Midfielder,WBAFC,8000,2019
597.0,Mateusz Klich,Midfielder,LUFC,7750,2019
598.0,Kamil Grabara,Goalkeeper,LFC,7692,2019
599.0,Hamza Choudhury,Midfielder,LC,7500,2019
,John Egan,Defender,SUFC,7500,2019
601.0,Jay-Roy Grot,Forward,LUFC,7150,2019
,Conor Shaughnessy,Midfielder,LUFC,7150,2019
,Pascal Struijk,Defender,LUFC,7150,2019
604.0,Liam Cooper,Defender,LUFC,6500,2019
605.0,Omar Bogle,Forward,CCFC,6000,2019
