Rank,Name,Position,Team,Weekly Salary,year
,George Baldock,Defender,SUFC,4000,2021
,Ben Osborn,Midfielder,SUFC,4000,2021
,Enda Stevens,Defender,SUFC,4000,2021
,Dara O'Shea,Defender,WBAFC,4000,2021
585.0,Badou Ndiaye,Midfielder,SUFC,3846,2021
586.0,Moises Caicedo,Midfielder,BHA,3500,2021
,Tyler Roberts,Midfielder,LUFC,3500,2021
588.0,Teden Mengi,Defender,MUFC,3462,2021
,Alex Mighten,Forward,NFFC,3462,2021
590.0,Daniel Bachmann,Goalkeeper,WAT,3250,2021
591.0,Pelly Ruddock Mpanzu,Midfielder,LTFC,3077,2021
592.0,James Hill,Defender,BOU,3000,2021
,Connor Ronan,Midfielder,WWFC,3000,2021
594.0,Jeremy Ngakia,Defender,WAT,2500,2021
595.0,Jordan Clark,Midfielder,LTFC,2308,2021
596.0,Charlie Cresswell,Defender,LUFC,2115,2021
597.0,Yan Valery,Defender,SFC,2000,2021
598.0,Steven Sessegnon,Defender,FFC,1923,2021
,Dion Pereira,Forward,LTFC,1923,2021
600.0,Arthur Okonkwo,Goalkeeper,AFC,1538,2021
,Brandon Austin,Goalkeeper,THFC,1538,2021
,Rayhaan Tulloch,Forward,WBAFC,1538,2021
603.0,Jamie Shackleton,Midfielder,LUFC,1500,2021
604.0,Sam Greenwood,Forward,LUFC,1346,2021
605.0,Sean Longstaff,Midfielder,NUFC,1000,2021
606.0,Gavin Kilkenny,Midfielder,BOU,769,2021
607.0,Elijah Adebayo,Forward,LTFC,577,2021
608.0,Rhys Norrington-Davies,Defender,SUFC,400,2021
609.0,Jordan Zemura,Defender,BOU,385,2021
1.0,Kevin De Bruyne,Midfielder,MCFC,400000,2022
2.0,Erling Haaland,Forward,MCFC,375000,2022
,David De Gea,Goalkeeper,MUFC,375000,2022
4.0,Mohamed Salah,Forward,LFC,350000,2022
,Jadon Sancho,Forward,MUFC,350000,2022
6.0,Raphael Varane,Defender,MUFC,340000,2022
7.0,Raheem Sterling,Midfielder,CFC,325000,2022
8.0,Jack Grealish,Midfielder,MCFC,300000,2022
,Carlos Casimiro,Midfielder,MUFC,300000,2022
10.0,Kalidou Koulibaly,Defender,CFC,295000,2022
11.0,N'Golo Kante,Midfielder,CFC,290000,2022
12.0,Gabriel Jesus,Forward,AFC,265000,2022
13.0,Reece James,Defender,CFC,250000,2022
,John Stones,Defender,MCFC,250000,2022
,Anthony Martial,Forward,MUFC,250000,2022
16.0,Bruno Fernandes,Midfielder,MUFC,240000,2022
17.0,Phil Foden,Midfielder,MCFC,225000,2022
18.0,Virgil Van Dijk,Defender,LFC,220000,2022
,Rodrigo Hernandez Cascante,Midfielder,MCFC,220000,2022
20.0,Thomas Partey,Midfielder,AFC,200000,2022
,Wesley Fofana,Defender,CFC,200000,2022
,Thiago Alcantara do Nascimento,Midfielder,LFC,200000,2022
,Antony dos Santo,Forward,MUFC,200000,2022
,Marcus Rashford,Forward,MUFC,200000,2022
,Jesse Lingard,Midfielder,NFFC,200000,2022
,Harry Kane,Forward,THFC,200000,2022
27.0,Heung-Min Son,Forward,THFC,192000,2022
28.0,Ben Chilwell,Defender,CFC,190000,2022
29.0,Harry Maguire,Defender,MUFC,189904,2022
30.0,Cesar Azpilicueta,Defender,CFC,180000,2022
,Trent Alexander-Arnold,Defender,LFC,180000,2022
,Roberto Firmino,Forward,LFC,180000,2022
,Fabinho Tavares,Midfielder,LFC,180000,2022
,Manuel Akanji,Defender,MCFC,180000,2022
,Ruben Dias,Defender,MCFC,180000,2022
36.0,Ivan Perisic,Midfielder,THFC,178269,2022
37.0,Marc Cucurella,Midfielder,CFC,175000,2022
38.0,Cristian Romero,Defender,THFC,165000,2022
39.0,Lucas Digne,Defender,AVFC,163462,2022
40.0,Pierre-Emerick Aubameyang,Forward,CFC,160000,2022
,Riyad Mahrez,Midfielder,MCFC,160000,2022
,Kyle Walker,Defender,MCFC,160000,2022
43.0,Enzo Fernandez,Midfielder,CFC,157500,2022
44.0,Oleksandr Zinchenko,Midfielder,AFC,150000,2022
,Boubacar Kamara,Midfielder,AVFC,150000,2022
,Kepa Arrizabalaga,Goalkeeper,CFC,150000,2022
,Kai Havertz,Midfielder,CFC,150000,2022
,Christian Pulisic,Forward,CFC,150000,2022
,Alisson Becker,Goalkeeper,LFC,150000,2022
,Kalvin Phillips,Midfielder,MCFC,150000,2022
,Bernardo Silva,Midfielder,MCFC,150000,2022
,Christian Eriksen,Midfielder,MUFC,150000,2022
,Luke Shaw,Defender,MUFC,150000,2022
,Lucas Paqueta,Midfielder,WHUFC,150000,2022
55.0,Clement Lenglet,Defender,THFC,145000,2022
56.0,Jamie Vardy,Forward,LC,140000,2022
,Jordan Henderson,Midfielder,LFC,140000,2022
,Diogo Jota,Forward,LFC,140000,2022
,Darwin Nunez,Forward,LFC,140000,2022
,Ilkay Gundogan,Midfielder,MCFC,140000,2022
61.0,Wilfried Zaha,Forward,CP,130000,2022
62.0,Philippe Coutinho,Midfielder,AVFC,125000,2022
,Danny Ings,Forward,WHUFC,125000,2022
64.0,Ben White,Defender,AFC,120000,2022
,Granit Xhaka,Midfielder,AFC,120000,2022
,Emiliano Martinez,Goalkeeper,AVFC,120000,2022
,Ruben Loftus-Cheek,Midfielder,CFC,120000,2022
,Abdoulaye Doucoure,Midfielder,EFC,120000,2022
,Alex Iwobi,Forward,EFC,120000,2022
,Yerry Mina,Defender,EFC,120000,2022
,Naby Keita,Midfielder,LFC,120000,2022
,Alex Oxlade-Chamberlain,Midfielder,LFC,120000,2022
,Aymeric Laporte,Defender,MCFC,120000,2022
,Frederico de Paula Santos,Midfielder,MUFC,120000,2022
,Victor Lindelof,Defender,MUFC,120000,2022
,Lisandro Martinez,Defender,MUFC,120000,2022
,Donny van de Beek,Midfielder,MUFC,120000,2022
,Bruno Guimaraes,Midfielder,NUFC,120000,2022
,Alexander Isak,Forward,NUFC,120000,2022
,Alphonse Areola,Goalkeeper,WHUFC,120000,2022
,Kurt Zouma,Defender,WHUFC,120000,2022
82.0,Martin Oedegaard,Midfielder,AFC,115000,2022
83.0,Jorge Luiz Frello Filho,Midfielder,AFC,110000,2022
,Kieran Tierney,Defender,AFC,110000,2022
,Joao Felix,Forward,CFC,110000,2022
,Thiago Silva,Defender,CFC,110000,2022
,James Maddison,Midfielder,LC,110000,2022
,Arthur Melo,Midfielder,LFC,110000,2022
,Dejan Kulusevski,Forward,THFC,110000,2022
90.0,Pierre-Emile Hojbjerg,Midfielder,THFC,101923,2022
91.0,Edward Nketiah,Forward,AFC,100000,2022
,Leon Bailey,Forward,AVFC,100000,2022
,Diego Carlos,Defender,AVFC,100000,2022
,Carney Chukwuemeka,Midfielder,CFC,100000,2022
,David Fofana,Forward,CFC,100000,2022
,Mateo Kovacic,Midfielder,CFC,100000,2022
,Hakim Ziyech,Midfielder,CFC,100000,2022
,Dominic Calvert-Lewin,Forward,EFC,100000,2022
,Amadou Onana,Midfielder,EFC,100000,2022
,Jordan Pickford,Goalkeeper,EFC,100000,2022
,James Tarkowski,Defender,EFC,100000,2022
,Rodrigo Machado,Forward,LUFC,100000,2022
,Jonny Evans,Defender,LC,100000,2022
,Joel Matip,Defender,LFC,100000,2022
,Andrew Robertson,Defender,LFC,100000,2022
,Ederson Moraes,Goalkeeper,MCFC,100000,2022
,Dean Henderson,Goalkeeper,MUFC,100000,2022
,Matt Targett,Defender,NUFC,100000,2022
,Kieran Trippier,Defender,NUFC,100000,2022
,James Ward-Prowse,Midfielder,SFC,100000,2022
,Hugo Lloris,Goalkeeper,THFC,100000,2022
,Raul Jimenez,Forward,WWFC,100000,2022
,Jose Moutinho,Midfielder,WWFC,100000,2022
114.0,Emerson Palmieri,Defender,WHUFC,95000,2022
115.0,Odsonne Edouard,Forward,CP,94808,2022
116.0,Nathan Ake,Defender,MCFC,92308,2022
117.0,Adam Lallana,Midfielder,BHA,90385,2022
118.0,Gabriel Martinelli,Forward,AFC,90000,2022
,Leander Dendoncker,Midfielder,AVFC,90000,2022
,Denis Zakaria,Midfielder,CFC,90000,2022
,Bernd Leno,Goalkeeper,FFC,90000,2022
,Benjamin Mendy,Defender,MCFC,90000,2022
,Aaron Wan-Bissaka,Defender,MUFC,90000,2022
,Sven Botman,Defender,NUFC,90000,2022
,Richarlison de Andrade,Forward,THFC,90000,2022
,Lucas Moura,Forward,THFC,90000,2022
,Gianluca Scamacca,Forward,WHUFC,90000,2022
,Goncalo Guedes,Forward,WWFC,90000,2022
,Pablo Sarabia,Forward,WWFC,90000,2022
130.0,Layvin Kurzawa,Defender,FFC,89231,2022
131.0,Joelinton Cassio Apolinario de Lira,Forward,NUFC,86538,2022
132.0,Joe Gomez,Defender,LFC,85000,2022
,Eric Dier,Midfielder,THFC,85000,2022
,Michail Antonio,Midfielder,WHUFC,85000,2022
,Matheus Nunes,Midfielder,WWFC,85000,2022
136.0,Nathaniel Clyne,Defender,CP,80769,2022
137.0,Jordan Zemura,Defender,BOU,80000,2022
,Robin Olsen,Goalkeeper,AVFC,80000,2022
,Matty Cash,Defender,AVFC,80000,2022
,Tyrone Mings,Defender,AVFC,80000,2022
,Mason Mount,Midfielder,CFC,80000,2022
,Idrissa Gueye,Midfielder,EFC,80000,2022
,Michael Keane,Defender,EFC,80000,2022
,Aleksandar Mitrovic,Forward,FFC,80000,2022
,Ryan Bertrand,Defender,LC,80000,2022
,Kelechi Iheanacho,Forward,LC,80000,2022
,Ricardo Pereira,Defender,LC,80000,2022
,Boubakary Soumare,Midfielder,LC,80000,2022
,Joe Willock,Midfielder,NUFC,80000,2022
,Chris Wood,Forward,NUFC,80000,2022
,Felipe Augusto de Almeida,Defender,NFFC,80000,2022
,Morgan Gibbs-White,Midfielder,NFFC,80000,2022
,Ben Davies,Defender,THFC,80000,2022
,Moussa Sissoko,Midfielder,WAT,80000,2022
,Thilo Kehrer,Defender,WHUFC,80000,2022
,Nelson Semedo,Defender,WWFC,80000,2022
157.0,Joachim Andersen,Defender,CP,79423,2022
158.0,Vicente Guaita,Goalkeeper,CP,77000,2022
159.0,Ben Godfrey,Defender,EFC,76923,2022
160.0,Cedric Soares,Defender,AFC,75000,2022
,Emiliano Buendia,Forward,AVFC,75000,2022
,Douglas Luiz,Midfielder,AVFC,75000,2022
,Ollie Watkins,Forward,AVFC,75000,2022
,Lewis Dunk,Defender,BHA,75000,2022
,Luka Milivojevic,Midfielder,CP,75000,2022
,Patson Daka,Forward,LC,75000,2022
,Onyinye Ndidi,Midfielder,LC,75000,2022
,Dennis Praet,Midfielder,LC,75000,2022
,Mason Greenwood,Forward,MUFC,75000,2022
,Phil Jones,Defender,MUFC,75000,2022
,Tyrell Malacia,Defender,MUFC,75000,2022
,Jonjo Shelvey,Midfielder,NFFC,75000,2022
,Theo Walcott,Forward,SFC,75000,2022
,Rodrigo Bentancur,Midfielder,THFC,75000,2022
,Fraser Forster,Goalkeeper,THFC,75000,2022
176.0,Bukayo Saka,Forward,AFC,70000,2022
,Jacob Ramsey,Midfielder,AVFC,70000,2022
,Mason Holgate,Defender,EFC,70000,2022
,Issa Diop,Defender,FFC,70000,2022
,Patrick Bamford,Forward,LUFC,70000,2022
,Jannik Vestergaard,Defender,LC,70000,2022
,Ibrahima Konate,Defender,LFC,70000,2022
,Joe Aribo,Midfielder,SFC,70000,2022
,Manuel Lanzini,Midfielder,WHUFC,70000,2022
,Angelo Ogbonna,Defender,WHUFC,70000,2022
186.0,Pablo Fornals,Midfielder,WHUFC,67308,2022
,Tomas Soucek,Midfielder,WHUFC,67308,2022
188.0,Luis Sinisterra,Forward,LUFC,65000,2022
,Timothy Castagne,Defender,LC,65000,2022
,Brandon Williams,Defender,MUFC,65000,2022
,Keylor Navas,Goalkeeper,NFFC,65000,2022
,Stuart Armstrong,Midfielder,SFC,65000,2022
,Moussa Djenepo,Forward,SFC,65000,2022
,Davinson Sanchez,Defender,THFC,65000,2022
,Maxwel Cornet,Defender,WHUFC,65000,2022
,Lukasz Fabianski,Goalkeeper,WHUFC,65000,2022
197.0,Nathaniel Phillips,Defender,LFC,64615,2022
198.0,Ismaila Sarr,Forward,WAT,63000,2022
199.0,Renan Lodi,Defender,NFFC,62308,2022
200.0,Aaron Ramsdale,Goalkeeper,AFC,61923,2022
201.0,Pascal Gross,Midfielder,BHA,60000,2022
,Cheick Doucoure,Midfielder,CP,60000,2022
,Junior Firpo,Defender,LUFC,60000,2022
,Cody Gakpo,Forward,LFC,60000,2022
,James Milner,Midfielder,LFC,60000,2022
,Scott McTominay,Midfielder,MUFC,60000,2022
,Nick Pope,Goalkeeper,NUFC,60000,2022
,Danny Rose,Defender,WAT,60000,2022
,Jared Bowen,Forward,WHUFC,60000,2022
,Declan Rice,Midfielder,WHUFC,60000,2022
,Daniel Podence,Forward,WWFC,60000,2022
212.0,Vitaliy Mykolenko,Defender,EFC,58000,2022
,Adrian San Miguel del Castillo,Goalkeeper,LFC,58000,2022
214.0,Ryan Sessegnon,Midfielder,THFC,57692,2022
215.0,Luis Diaz,Forward,LFC,56000,2022
216.0,Takehiro Tomiyasu,Defender,AFC,55962,2022
217.0,David Brooks,Midfielder,BOU,55000,2022
,Jefferson Lerma,Midfielder,BOU,55000,2022
,Ben Mee,Defender,BFC,55000,2022
,Adam Webster,Defender,BHA,55000,2022
,Danny Welbeck,Forward,BHA,55000,2022
,Edouard Mendy,Goalkeeper,CFC,55000,2022
,James McArthur,Midfielder,CP,55000,2022
,Chris Richards,Defender,CP,55000,2022
,Jairo Riedewald,Midfielder,CP,55000,2022
,Seamus Coleman,Defender,EFC,55000,2022
,Tyler Adams,Midfielder,LUFC,55000,2022
,Nampalys Mendy,Midfielder,LC,55000,2022
,Stefan Ortega,Goalkeeper,MCFC,55000,2022
,Marcel Sabitzer,Midfielder,MUFC,55000,2022
,Emil Krafth,Defender,NUFC,55000,2022
,Yves Bissouma,Midfielder,THFC,55000,2022
,Said Benrahma,Forward,WHUFC,55000,2022
,Conor Coady,Defender,WWFC,55000,2022
,Adama Traore,Forward,WWFC,55000,2022
,Boubacar Traore,Midfielder,WWFC,55000,2022
237.0,Albert Sambi Lokonga,Midfielder,AFC,51923,2022
238.0,Pervis Estupinan,Defender,BHA,51154,2022
239.0,Kenny Tete,Defender,FFC,50962,2022
240.0,Marc Guehi,Defender,CP,50192,2022
241.0,Norberto Murara,Goalkeeper,BOU,50000,2022
,Marcos Senesi,Defender,BOU,50000,2022
,Dominic Solanke,Forward,BOU,50000,2022
,Mohamed Elneny,Midfielder,AFC,50000,2022
,Gabriel Magalhaes,Defender,AFC,50000,2022
,Calum Chambers,Defender,AVFC,50000,2022
,John McGinn,Midfielder,AVFC,50000,2022
,Alexis Mac Allister,Midfielder,BHA,50000,2022
,Trevoh Chalobah,Defender,CFC,50000,2022
,Conor Gallagher,Midfielder,CFC,50000,2022
,Noni Madueke,Forward,CFC,50000,2022
,Mykhailo Mudryk,Forward,CFC,50000,2022
,Jean-Philippe Mateta,Forward,CP,50000,2022
,Jeffrey Schlupp,Defender,CP,50000,2022
,James Tomkins,Defender,CP,50000,2022
,Neal Maupay,Forward,EFC,50000,2022
,Joao Palhinha,Midfielder,FFC,50000,2022
,Andreas Pereira,Midfielder,FFC,50000,2022
,Jack Harrison,Forward,LUFC,50000,2022
,Wout Faes,Defender,LC,50000,2022
,Konstantinos Tsimikas,Defender,LFC,50000,2022
,Julian Alvarez,Forward,MCFC,50000,2022
,Sergio Gomez,Defender,MCFC,50000,2022
,Sean Longstaff,Midfielder,NUFC,50000,2022
,Taiwo Awoniyi,Forward,NFFC,50000,2022
,Neco Williams,Defender,NFFC,50000,2022
,Nayef Aguerd,Defender,WHUFC,50000,2022
,Aaron Cresswell,Defender,WHUFC,50000,2022
,Diego Costa,Forward,WWFC,50000,2022
,Pedro Neto,Forward,WWFC,50000,2022
,Ruben Neves,Midfielder,WWFC,50000,2022
272.0,Michael Olise,Midfielder,CP,47500,2022
273.0,Callum Wilson,Forward,NUFC,46154,2022
274.0,Fabio Vieira,Midfielder,AFC,45385,2022
275.0,Leandro Trossard,Forward,AFC,45000,2022
,Bryan Mbeumo,Midfielder,BFC,45000,2022
,Benoit Badiashile,Defender,CFC,45000,2022
,Asmir Begovic,Goalkeeper,EFC,45000,2022
,Matt Ritchie,Defender,NUFC,45000,2022
,Cheikhou Kouyate,Midfielder,NFFC,45000,2022
,Moussa Niakhate,Defender,NFFC,45000,2022
,Craig Dawson,Defender,WWFC,45000,2022
,Mario Lemina,Midfielder,WWFC,45000,2022
284.0,Pedro Porro,Defender,THFC,42500,2022
285.0,Miguel Almiron,Midfielder,NUFC,42327,2022
286.0,Tom Heaton,Goalkeeper,MUFC,41923,2022
287.0,Ryan Fraser,Forward,NUFC,41800,2022
288.0,Emerson Royal,Defender,THFC,41731,2022
289.0,Tosin Adarabioyo,Defender,FFC,40577,2022
290.0,Philip Billing,Midfielder,BOU,40000,2022
,Lewis Cook,Midfielder,BOU,40000,2022
,Rob Holding,Defender,AFC,40000,2022
,William Saliba,Defender,AFC,40000,2022
,Emile Smith Rowe,Midfielder,AFC,40000,2022
,Shane Duffy,Defender,BHA,40000,2022
,Solly March,Midfielder,BHA,40000,2022
,Ashley Barnes,Forward,BFC,40000,2022
,Josh Brownhill,Midfielder,BFC,40000,2022
,Armando Broja,Forward,CFC,40000,2022
,Sam Johnstone,Goalkeeper,CP,40000,2022
,Tyrick Mitchell,Defender,CP,40000,2022
,Andros Townsend,Midfielder,EFC,40000,2022
,Willian da Silva,Midfielder,FFC,40000,2022
,Carlos Vinicius,Forward,FFC,40000,2022
,Stefan Bajcetic,Midfielder,LFC,40000,2022
,Fabio Carvalho,Forward,LFC,40000,2022
,Harvey Elliott,Midfielder,LFC,40000,2022
,Jamaal Lascelles,Defender,NUFC,40000,2022
,Fabian Schar,Defender,NUFC,40000,2022
,Ben Gibson,Defender,NCFC,40000,2022
,Willy Boly,Defender,NFFC,40000,2022
,Emmanuel Dennis,Forward,NFFC,40000,2022
,Remo Freuler,Midfielder,NFFC,40000,2022
,Bryan Gil,Forward,THFC,40000,2022
,Oliver Skipp,Midfielder,THFC,40000,2022
316.0,Joel Veltman,Defender,BHA,38462,2022
,Jamal Lewis,Defender,NUFC,38462,2022
,Allan Saint-Maximin,Forward,NUFC,38462,2022
319.0,Jack Cork,Midfielder,BFC,38000,2022
,Martin Dubravka,Goalkeeper,NUFC,38000,2022
321.0,Bobby Reid,Midfielder,FFC,37500,2022
322.0,Jonny Castro,Defender,WWFC,36673,2022
,Jonny Otto,Defender,WWFC,36673,2022
324.0,Steve Cook,Defender,NFFC,35192,2022
325.0,Ryan Fredericks,Defender,BOU,35000,2022
,Chris Mepham,Defender,BOU,35000,2022
,Dango Ouattara,Forward,BOU,35000,2022
,Adam Smith,Defender,BOU,35000,2022
,Junior Stanislas,Forward,BOU,35000,2022
,Ainsley Maitland-Niles,Midfielder,AFC,35000,2022
,Matt Turner,Goalkeeper,AFC,35000,2022
,Alex Moreno,Defender,AVFC,35000,2022
,Kristoffer Ajer,Defender,BFC,35000,2022
,Rico Henry,Defender,BFC,35000,2022
,Keane Lewis-Potter,Forward,BFC,35000,2022
,Christian Noergaard,Midfielder,BFC,35000,2022
,Tariq Lamptey,Defender,BHA,35000,2022
,Jay Rodriguez,Forward,BFC,35000,2022
,Wout Weghorst,Forward,BFC,35000,2022
,Marcus Bettinelli,Goalkeeper,CFC,35000,2022
,Jordan Ayew,Forward,CP,35000,2022
,Jack Butland,Goalkeeper,CP,35000,2022
,Will Hughes,Midfielder,CP,35000,2022
,Joel Ward,Defender,CP,35000,2022
,Harry Wilson,Midfielder,FFC,35000,2022
,Dan Burn,Defender,NUFC,35000,2022
,Paul Dummett,Defender,NUFC,35000,2022
,Javier Manquillo,Defender,NUFC,35000,2022
,Jacob Murphy,Midfielder,NUFC,35000,2022
,Serge Aurier,Defender,NFFC,35000,2022
,Dan Gosling,Midfielder,WAT,35000,2022
,Vladimir Coufal,Defender,WHUFC,35000,2022
,Sasa Kalajdzic,Forward,WWFC,35000,2022
354.0,Sander Berge,Midfielder,SUFC,32692,2022
355.0,Sasa Lukic,Midfielder,FFC,31500,2022
356.0,Ashley Westwood,Midfielder,BFC,31000,2022
357.0,Ryan Christie,Midfielder,BOU,30000,2022
,Lloyd Kelly,Defender,BOU,30000,2022
,Jack Stacey,Defender,BOU,30000,2022
,Ezri Konsa,Defender,AVFC,30000,2022
,Mikkel Damsgaard,Forward,BFC,30000,2022
,Aaron Hickey,Defender,BFC,30000,2022
,Vitaly Janelt,Midfielder,BFC,30000,2022
,Johann Berg Guðmundsson,Forward,BFC,30000,2022
,Eberech Eze,Midfielder,CP,30000,2022
,James Garner,Midfielder,EFC,30000,2022
,Tom Cairney,Midfielder,FFC,30000,2022
,Neeskens Kebano,Midfielder,FFC,30000,2022
,Tim Ream,Defender,FFC,30000,2022
,Harrison Reed,Midfielder,FFC,30000,2022
,Scott Carson,Goalkeeper,MCFC,30000,2022
,Elliot Anderson,Midfielder,NUFC,30000,2022
,Sam Byram,Defender,NCFC,30000,2022
,Brennan Johnson,Midfielder,NFFC,30000,2022
,Orel Mangala,Midfielder,NFFC,30000,2022
,Omar Richards,Defender,NFFC,30000,2022
,Matheus Cunha,Forward,WWFC,30000,2022
378.0,Jakub Kiwior,Defender,AFC,29000,2022
379.0,Nathan Ferguson,Defender,CP,28846,2022
380.0,Jose Sa,Goalkeeper,WWFC,28654,2022
381.0,Nathan Patterson,Defender,EFC,28000,2022
,Adam Masina,Defender,WAT,28000,2022
383.0,Antonee Robinson,Defender,FFC,27500,2022
,Rhian Brewster,Forward,SUFC,27500,2022
,William Troost-Ekong,Defender,WAT,27500,2022
386.0,Connor Roberts,Defender,BFC,26154,2022
387.0,Jaidon Anthony,Forward,BOU,25000,2022
,Darren Randolph,Goalkeeper,BOU,25000,2022
,Ilya Zabarnyi,Defender,BOU,25000,2022
,Pontus Jansson,Defender,BFC,25000,2022
,Frank Onyeka,Midfielder,BFC,25000,2022
,David Raya,Goalkeeper,BFC,25000,2022
,Thomas Strakosha,Goalkeeper,BFC,25000,2022
,Robert Sanchez,Goalkeeper,BHA,25000,2022
,Matthew Lowton,Defender,BFC,25000,2022
,Charlie Taylor,Defender,BFC,25000,2022
,Tom Davies,Midfielder,EFC,25000,2022
,Demarai Gray,Midfielder,EFC,25000,2022
,Dwight McNeil,Forward,EFC,25000,2022
,Diogo Dalot,Defender,MUFC,25000,2022
,Todd Cantwell,Midfielder,NCFC,25000,2022
,Angus Gunn,Goalkeeper,NCFC,25000,2022
,Kenny McLean,Midfielder,NCFC,25000,2022
,Teemu Pukki,Forward,NCFC,25000,2022
,Ryan Yates,Midfielder,NFFC,25000,2022
,Anel Ahmedhodzic,Defender,SUFC,25000,2022
,Japhet Tanganga,Defender,THFC,25000,2022
,Flynn Downes,Midfielder,WHUFC,25000,2022
409.0,Ruben Vinagre,Defender,EFC,24038,2022
410.0,Kevin Long,Defender,BFC,23077,2022
411.0,Craig Cathcart,Defender,WAT,23000,2022
412.0,Max Aarons,Defender,NCFC,22500,2022
,Kiko Femenia,Defender,WAT,22500,2022
414.0,Harry Arter,Midfielder,NFFC,22308,2022
415.0,Isaac Hayden,Midfielder,NUFC,22000,2022
416.0,Onel Hernandez,Forward,NCFC,21923,2022
417.0,Ivan Toney,Forward,BFC,21000,2022
418.0,Grady Diangana,Forward,WBAFC,20350,2022
419.0,Antoine Semenyo,Forward,BOU,20000,2022
,Marcus Tavernier,Midfielder,BOU,20000,2022
,Mark Travers,Goalkeeper,BOU,20000,2022
,Ludwig Augustinsson,Defender,AVFC,20000,2022
,Jed Steer,Goalkeeper,AVFC,20000,2022
,Josh Dasilva,Midfielder,BFC,20000,2022
,Mathias Jensen,Midfielder,BFC,20000,2022
,Yoane Wissa,Forward,BFC,20000,2022
,Billy Gilmour,Midfielder,BHA,20000,2022
,Jason Steele,Goalkeeper,BHA,20000,2022
,Lyle Foster,Forward,BFC,20000,2022
,Arijanet Muric,Goalkeeper,BFC,20000,2022
,Gabriel Slonina,Goalkeeper,CFC,20000,2022
,Naouirou Ahamada,Midfielder,CP,20000,2022
,Manor Solomon,Forward,FFC,20000,2022
,Cole Palmer,Midfielder,MCFC,20000,2022
,Facundo Pellistri,Forward,MUFC,20000,2022
,Grant Hanley,Defender,NCFC,20000,2022
,Giulian Biancone,Defender,NFFC,20000,2022
,Scott McKenna,Defender,NFFC,20000,2022
,Lyle Taylor,Forward,NFFC,20000,2022
,Adam Davies,Goalkeeper,SUFC,20000,2022
,Oliver McBurnie,Forward,SUFC,20000,2022
,Michael Verrips,Goalkeeper,SUFC,20000,2022
,Pape Sarr,Midfielder,THFC,20000,2022
,Ben Johnson,Defender,WHUFC,20000,2022
,Nathan Collins,Defender,WWFC,20000,2022
446.0,Christoph Zimmermann,Defender,NCFC,19423,2022
447.0,Darnell Furlong,Defender,WBAFC,18500,2022
448.0,Hjalmar Ekdal,Defender,BFC,18000,2022
,Adalberto Penaranda,Forward,WAT,18000,2022
450.0,Luke McNally,Defender,BFC,17115,2022
451.0,Michael McGovern,Goalkeeper,NCFC,17000,2022
452.0,Manuel Benson,Midfielder,BFC,16538,2022
453.0,Jayden Bogle,Defender,SUFC,16500,2022
,Semi Ajayi,Defender,WBAFC,16500,2022
455.0,Rob Elliot,Goalkeeper,WAT,16346,2022
456.0,Jordan Amissah,Goalkeeper,SUFC,15769,2022
457.0,Kieffer Moore,Forward,BOU,15000,2022
,Reiss Nelson,Midfielder,AFC,15000,2022
,Shandon Baptiste,Midfielder,BFC,15000,2022
,Saman Ghoddos,Midfielder,BFC,15000,2022
,Ethan Pinnock,Defender,BFC,15000,2022
,Facundo Buonanotte,Midfielder,BHA,15000,2022
,Moises Caicedo,Midfielder,BHA,15000,2022
,Samuel Bastien,Midfielder,BFC,15000,2022
,Marek Rodak,Goalkeeper,FFC,15000,2022
,Curtis Jones,Midfielder,LFC,15000,2022
,Calvin Ramsay,Defender,LFC,15000,2022
,Maximo Perrone,Midfielder,MCFC,15000,2022
,Louis Thompson,Midfielder,NCFC,15000,2022
,Jack Colback,Midfielder,NFFC,15000,2022
,Danilo Luiz da Silva,Defender,NFFC,15000,2022
,Wayne Hennessey,Goalkeeper,NFFC,15000,2022
,Gustavo Scarpa,Midfielder,NFFC,15000,2022
,Sam Surridge,Forward,NFFC,15000,2022
,Harry Toffolo,Defender,NFFC,15000,2022
,Joe Worrall,Defender,NFFC,15000,2022
,Oliver Norwood,Midfielder,SUFC,15000,2022
,Ken Sema,Midfielder,WAT,15000,2022
,Max Kilman,Defender,WWFC,15000,2022
480.0,Romaine Sawyers,Midfielder,WBAFC,12500,2022
481.0,Ismaila Coulibaly,Midfielder,SUFC,12115,2022
482.0,Arnaut Danjuma,Forward,THFC,12000,2022
483.0,Mark Gillespie,Goalkeeper,NUFC,11538,2022
484.0,Ameen Al-Dakhil,Defender,BFC,11000,2022
485.0,Mads Roerslev,Defender,BFC,10000,2022
,Julio Enciso,Forward,BHA,10000,2022
,Kaoru Mitoma,Forward,BHA,10000,2022
