No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
871,Bojan,Stoke,1,73,0,0,0,0.03,0.03,0.02,0.05,0.00,0.03,0.03,0.03,0.06,0.06,0.06,0.00
873,Charlie Adam,Stoke,11,402,0,0,0,1.28,0.52,1.53,1.93,1.11,0.29,0.12,0.34,0.63,0.46,0.43,0.25
878,Yaya Touré,Manchester City,10,209,0,0,2,0.36,0.36,0.78,2.43,2.17,0.15,0.15,0.34,0.49,0.49,1.05,0.93
884,Matt Targett,Southampton,2,168,0,0,0,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.00,0.00
885,Kyle Walker-Peters,Tottenham,3,187,0,0,2,0.00,0.00,1.39,1.54,0.26,0.00,0.00,0.67,0.67,0.67,0.74,0.12
887,Erik Pieters,Stoke,31,2726,0,0,1,0.09,0.09,1.98,5.01,3.08,0.00,0.00,0.07,0.07,0.07,0.17,0.10
896,Jay Fulton,Swansea,2,16,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
902,Sam Byram,West Ham,5,250,0,0,0,0.28,0.28,0.15,0.52,0.10,0.10,0.10,0.05,0.15,0.15,0.19,0.04
904,Chris Brunt,West Bromwich Albion,26,1931,0,0,7,0.83,0.83,4.72,3.61,2.68,0.04,0.04,0.22,0.26,0.26,0.17,0.12
908,Muhamed Besic,Everton,2,43,0,0,0,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.13,0.13,0.13,0.00,0.00
915,Rolando Aarons,Newcastle United,4,133,0,0,0,0.05,0.05,0.00,0.09,0.04,0.03,0.03,0.00,0.03,0.03,0.06,0.03
934,Axel Tuanzebe,Manchester United,1,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
943,Massadio Haidara,Newcastle United,1,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
944,Glen Johnson,Stoke,9,558,0,0,0,0.09,0.09,0.19,0.37,0.14,0.01,0.01,0.03,0.04,0.04,0.06,0.02
951,Phil Jones,Manchester United,23,1974,0,0,0,0.55,0.55,0.20,4.21,4.01,0.03,0.03,0.01,0.03,0.03,0.19,0.18
964,Kyle Bartley,Swansea,5,229,0,0,0,0.07,0.07,0.11,0.03,0.03,0.03,0.03,0.04,0.07,0.07,0.01,0.01
971,Harry Winks,Tottenham,16,771,0,0,1,0.05,0.05,0.57,2.83,2.65,0.01,0.01,0.07,0.07,0.07,0.33,0.31
972,Jerome Sinclair,Watford,4,26,0,0,0,0.00,0.00,0.08,0.35,0.28,0.00,0.00,0.27,0.27,0.27,1.23,0.96
973,Paulo Gazzaniga,Tottenham,1,90,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
974,Yohan Benalouane,Leicester,1,90,0,0,0,0.01,0.01,0.00,0.05,0.03,0.01,0.01,0.00,0.01,0.01,0.05,0.03
985,Mason Holgate,Everton,15,1182,0,0,0,0.47,0.47,0.67,1.68,1.00,0.04,0.04,0.05,0.09,0.09,0.13,0.08
987,Joseph Gomez,Liverpool,23,1900,0,0,2,0.47,0.47,1.53,8.72,7.78,0.02,0.02,0.07,0.09,0.09,0.41,0.37
1006,Luke Shaw,Manchester United,11,785,0,0,0,0.32,0.32,0.36,3.11,2.66,0.04,0.04,0.04,0.08,0.08,0.36,0.30
1018,Josh Cullen,West Ham,2,5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1024,Tyrone Mings,Bournemouth,4,207,0,0,0,0.02,0.02,0.03,0.20,0.20,0.01,0.01,0.01,0.02,0.02,0.09,0.09
1070,Sullay Kaikai,Crystal Palace,1,12,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1084,Jonjoe Kenny,Everton,19,1585,0,0,1,0.18,0.18,1.72,3.27,2.24,0.01,0.01,0.10,0.11,0.11,0.19,0.13
1138,Orestis Karnezis,Watford,15,1290,0,0,0,0.00,0.00,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.01,0.01
1203,Wesley Hoedt,Southampton,28,2520,0,0,1,1.85,1.85,0.78,5.31,4.88,0.07,0.07,0.03,0.09,0.09,0.19,0.17
1245,Emerson,Chelsea,5,277,0,0,1,0.19,0.19,0.03,0.97,0.78,0.06,0.06,0.01,0.07,0.07,0.32,0.25
1298,Patrice Evra,West Ham,5,242,0,0,0,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01
1651,Tom Heaton,Burnley,4,305,0,0,0,0.00,0.00,0.00,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.08,0.08
1652,Matthew Lowton,Burnley,26,2290,0,0,3,0.08,0.08,1.76,2.77,1.24,0.00,0.00,0.07,0.07,0.07,0.11,0.05
1653,Michael Keane,Everton,30,2563,0,0,1,1.25,1.25,0.95,1.89,1.85,0.04,0.04,0.03,0.08,0.08,0.07,0.07
1654,Ben Mee,Burnley,29,2610,0,0,0,1.66,1.66,0.23,2.10,2.04,0.06,0.06,0.01,0.07,0.07,0.07,0.07
1665,James Tarkowski,Burnley,31,2790,0,0,0,0.89,0.89,1.08,1.64,1.59,0.03,0.03,0.03,0.06,0.06,0.05,0.05
1669,Marko Grujic,Liverpool,3,9,0,0,0,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.30,0.30,0.30,0.30,0.00
1673,Edimilson Fernandes,West Ham,14,856,0,0,1,0.23,0.23,0.35,1.26,0.85,0.02,0.02,0.04,0.06,0.06,0.13,0.09
1677,Nathaniel Chalobah,Watford,6,448,0,0,0,0.77,0.77,0.03,0.98,0.45,0.16,0.16,0.01,0.16,0.16,0.20,0.09
1697,Eldin Jakupovic,Leicester,2,180,0,0,0,0.00,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.13,0.13
1719,Javier Manquillo,Newcastle United,21,1759,0,0,1,0.09,0.09,1.12,2.85,1.79,0.00,0.00,0.06,0.06,0.06,0.15,0.09
1729,Georges-Kévin Nkoudou,Burnley,9,217,0,0,0,0.09,0.09,0.05,0.15,0.04,0.04,0.04,0.02,0.06,0.06,0.06,0.02
1730,Vincent Janssen,Tottenham,1,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1731,Claudio Bravo,Manchester City,3,225,0,0,0,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.02
1733,Sam McQueen,Southampton,7,136,0,0,0,0.03,0.03,0.12,0.26,0.13,0.02,0.02,0.08,0.10,0.10,0.17,0.09
1736,Oliver McBurnie,Swansea,11,257,0,0,1,0.25,0.25,0.54,0.78,0.61,0.09,0.09,0.19,0.28,0.28,0.27,0.21
1741,Zlatan Ibrahimovic,Manchester United,5,97,0,0,0,0.30,0.30,0.12,1.03,0.73,0.27,0.27,0.11,0.38,0.38,0.95,0.68
1742,Lee Grant,Stoke,3,270,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1743,Bruno Martins Indi,Stoke,17,1248,0,0,0,0.39,0.39,0.05,1.46,1.44,0.03,0.03,0.00,0.03,0.03,0.10,0.10
1745,Josh Tymon,Stoke,3,161,0,0,0,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.01
1749,Rob Holding,Arsenal,12,816,0,0,0,0.11,0.11,0.03,3.47,3.45,0.01,0.01,0.00,0.02,0.02,0.38,0.38
1750,Ainsley Maitland-Niles,Arsenal,15,908,0,0,0,0.20,0.20,0.98,5.21,4.68,0.02,0.02,0.10,0.12,0.12,0.52,0.46
1759,Ben Hamer,Leicester,4,272,0,0,0,0.00,0.00,0.00,0.34,0.34,0.00,0.00,0.00,0.00,0.00,0.11,0.11
1760,Arthur Masuaku,West Ham,27,1864,0,0,3,0.20,0.20,2.03,4.17,2.78,0.01,0.01,0.10,0.11,0.11,0.20,0.13
1777,Julien Ngoy,Stoke,1,16,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1778,Freddie Ladapo,Crystal Palace,1,15,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1784,Jérémy Pied,Southampton,2,180,0,0,1,0.03,0.03,0.24,0.47,0.21,0.01,0.01,0.12,0.14,0.14,0.24,0.11
1789,Lewis Cook,Bournemouth,29,2243,0,0,2,0.37,0.37,1.45,5.82,4.65,0.01,0.01,0.06,0.07,0.07,0.23,0.19
2147,Charly Musonda,Chelsea,3,32,0,0,1,0.11,0.11,0.54,0.71,0.60,0.31,0.31,1.52,1.84,1.84,2.00,1.69
2329,Jesús Gámez,Newcastle United,2,96,0,0,0,0.03,0.03,0.13,0.20,0.07,0.03,0.03,0.12,0.15,0.15,0.18,0.06
2356,Roque Mesa,Swansea,11,762,0,0,0,0.13,0.13,0.13,0.66,0.48,0.02,0.02,0.02,0.03,0.03,0.08,0.06
2385,Mat Ryan,Brighton,38,3420,0,0,0,0.00,0.00,0.00,0.64,0.64,0.00,0.00,0.00,0.00,0.00,0.02,0.02
2414,Grzegorz Krychowiak,West Bromwich Albion,27,1644,0,0,2,0.47,0.47,1.72,3.61,1.98,0.03,0.03,0.09,0.12,0.12,0.20,0.11
2498,Aymeric Laporte,Manchester City,9,808,0,0,0,0.08,0.08,0.14,5.34,5.13,0.01,0.01,0.02,0.02,0.02,0.60,0.57
2537,Sandro Ramírez,Everton,8,278,0,0,0,0.49,0.49,0.07,0.94,0.46,0.16,0.16,0.02,0.18,0.18,0.30,0.15
2958,Oleksandr Zinchenko,Manchester City,8,534,0,0,0,0.09,0.09,0.35,3.20,3.10,0.02,0.02,0.06,0.07,0.07,0.54,0.52
3293,Lucas Moura,Tottenham,6,208,0,0,1,0.16,0.16,0.31,2.21,1.88,0.07,0.07,0.14,0.21,0.21,0.95,0.81
3389,Benjamin Mendy,Manchester City,7,357,0,0,1,0.12,0.12,0.96,2.89,2.09,0.03,0.03,0.24,0.27,0.27,0.73,0.53
3424,Guido Carrillo,Southampton,7,453,0,0,1,0.54,0.54,0.31,0.91,0.17,0.11,0.11,0.06,0.17,0.17,0.18,0.03
3468,Jonas Lössl,Huddersfield,38,3420,0,0,1,0.00,0.00,0.61,2.12,1.50,0.00,0.00,0.02,0.02,0.02,0.06,0.04
3544,Jeremie Boga,Chelsea,1,17,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3873,Ezequiel Schelotto,Brighton,20,1314,0,0,0,0.22,0.22,0.56,2.44,1.76,0.01,0.01,0.04,0.05,0.05,0.17,0.12
4258,Uwe Hünemeier,Brighton,1,16,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4441,Matthew James,Leicester,13,997,0,0,0,0.87,0.87,0.11,1.32,0.91,0.08,0.08,0.01,0.09,0.09,0.12,0.08
4462,Liam Rosenior,Brighton,3,157,0,0,0,0.05,0.05,0.00,0.57,0.54,0.03,0.03,0.00,0.03,0.03,0.32,0.31
4481,Isaiah Brown,Brighton,13,296,0,0,0,0.09,0.09,0.79,0.33,0.18,0.03,0.03,0.24,0.27,0.27,0.10,0.05
5073,Florian Lejeune,Newcastle United,24,2103,0,0,2,0.33,0.33,1.54,2.68,2.62,0.01,0.01,0.07,0.08,0.08,0.11,0.11
5215,Florent Hadergjonaj,Huddersfield,23,1675,0,0,1,0.56,0.56,1.29,3.06,2.20,0.03,0.03,0.07,0.10,0.10,0.16,0.12
5219,Aleksandar Dragovic,Leicester,11,765,0,0,0,0.11,0.11,0.00,1.01,1.01,0.01,0.01,0.00,0.01,0.01,0.12,0.12
5228,Renato Sanches,Swansea,12,703,0,0,0,0.37,0.37,0.25,1.25,0.98,0.05,0.05,0.03,0.08,0.08,0.16,0.13
5256,Oliver Burke,West Bromwich Albion,15,336,0,0,2,0.46,0.46,0.47,1.02,0.23,0.12,0.12,0.13,0.25,0.25,0.27,0.06
5453,Moritz Bauer,Stoke,15,1311,0,0,0,0.15,0.15,1.00,1.98,0.91,0.01,0.01,0.07,0.08,0.08,0.14,0.06
5545,Wilfred Ndidi,Leicester,33,2902,0,0,3,1.57,1.57,0.51,7.97,6.81,0.05,0.05,0.02,0.06,0.06,0.25,0.21
5552,Nick Pope,Burnley,35,3115,0,0,0,0.00,0.00,0.20,0.55,0.50,0.00,0.00,0.01,0.01,0.01,0.02,0.01
5553,Declan Rice,West Ham,26,1419,0,0,0,0.23,0.23,0.09,1.24,1.03,0.01,0.01,0.01,0.02,0.02,0.08,0.07
5556,Ademola Lookman,Everton,7,145,0,0,0,0.14,0.14,0.01,0.75,0.62,0.09,0.09,0.00,0.09,0.09,0.47,0.39
5557,Ben Woodburn,Liverpool,1,5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5560,Scott McTominay,Manchester United,13,627,0,0,0,0.04,0.04,0.04,2.00,1.93,0.01,0.01,0.01,0.01,0.01,0.29,0.28
5562,Rekeem Harper,West Bromwich Albion,1,19,0,0,0,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.23,0.23,0.23,0.23,0.00
5565,Josh Sims,Southampton,6,158,0,0,0,0.57,0.57,0.13,0.82,0.22,0.32,0.32,0.08,0.40,0.40,0.47,0.12
5568,Connor Roberts,Swansea,4,268,0,0,0,0.00,0.00,0.00,0.32,0.32,0.00,0.00,0.00,0.00,0.00,0.11,0.11
5584,Aaron Wan-Bissaka,Crystal Palace,7,630,0,0,0,0.00,0.00,0.22,1.69,1.67,0.00,0.00,0.03,0.03,0.03,0.24,0.24
5593,Thomas Edwards,Stoke,6,486,0,0,0,0.01,0.01,0.58,1.22,1.22,0.00,0.00,0.11,0.11,0.11,0.23,0.23
5706,Dodi Lukebakio,Watford,1,14,0,0,0,0.02,0.02,0.08,0.04,0.00,0.12,0.12,0.52,0.64,0.64,0.27,0.00
5767,Fousseni Diabate,Leicester,14,575,0,0,1,0.59,0.59,0.39,2.97,2.14,0.09,0.09,0.06,0.15,0.15,0.47,0.34
6027,Jairo Riedewald,Crystal Palace,12,421,0,0,0,0.04,0.04,0.00,0.61,0.57,0.01,0.01,0.00,0.01,0.01,0.13,0.12
6029,Tommy Smith,Huddersfield,24,1911,0,0,1,0.16,0.16,1.93,3.59,3.09,0.01,0.01,0.09,0.10,0.10,0.17,0.15
6030,Zanka,Huddersfield,38,3420,0,0,2,2.27,2.27,0.88,5.25,4.03,0.06,0.06,0.02,0.08,0.08,0.14,0.11
6031,Christopher Schindler,Huddersfield,37,3269,0,0,1,0.76,0.76,2.45,4.54,3.74,0.02,0.02,0.07,0.09,0.09,0.12,0.10
6032,Chris Löwe,Huddersfield,23,1598,0,0,0,0.35,0.35,0.37,3.30,3.06,0.02,0.02,0.02,0.04,0.04,0.19,0.17
6034,Philip Billing,Huddersfield,16,755,0,0,0,0.12,0.12,0.52,1.33,1.19,0.01,0.01,0.06,0.08,0.08,0.16,0.14
6035,Collin Quaner,Huddersfield,26,1255,0,0,4,1.35,1.35,2.53,4.63,2.86,0.10,0.10,0.18,0.28,0.28,0.33,0.21
6037,Danny Williams,Huddersfield,20,1108,0,0,0,0.30,0.30,0.24,1.87,1.47,0.02,0.02,0.02,0.04,0.04,0.15,0.12
6039,Michael Hefele,Huddersfield,2,30,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6040,Scott Malone,Huddersfield,22,1116,0,0,1,0.65,0.65,0.49,2.89,2.07,0.05,0.05,0.04,0.09,0.09,0.23,0.17
6044,Charlie Taylor,Burnley,11,950,0,0,0,0.00,0.00,0.16,0.97,0.82,0.00,0.00,0.01,0.01,0.01,0.09,0.08
6045,Davy Klaassen,Everton,7,246,0,0,0,0.05,0.05,0.10,0.37,0.23,0.02,0.02,0.04,0.05,0.05,0.13,0.08
6046,Bruno,Brighton,25,2022,0,0,0,0.06,0.06,0.60,2.65,2.36,0.00,0.00,0.03,0.03,0.03,0.12,0.11
6047,Shane Duffy,Brighton,37,3296,0,0,1,2.23,2.23,1.22,2.86,2.80,0.06,0.06,0.03,0.09,0.09,0.08,0.08
6050,Davy Pröpper,Brighton,35,3122,0,0,4,1.79,1.79,1.43,7.11,4.56,0.05,0.05,0.04,0.09,0.09,0.20,0.13
6051,Dale Stephens,Brighton,36,3240,0,0,3,0.77,0.77,2.11,7.68,5.76,0.02,0.02,0.06,0.08,0.08,0.21,0.16
6052,Jamie Murphy,Brighton,4,166,0,0,0,0.06,0.06,0.01,0.07,0.01,0.03,0.03,0.01,0.04,0.04,0.04,0.01
6054,Ederson,Manchester City,36,3195,0,0,0,0.00,0.00,0.03,8.56,8.53,0.00,0.00,0.00,0.00,0.00,0.24,0.24
6055,Phil Foden,Manchester City,5,41,0,0,1,0.00,0.00,0.49,0.86,0.37,0.00,0.00,1.07,1.07,1.07,1.90,0.82
6067,Terence Kongolo,Huddersfield,13,1043,0,0,0,0.16,0.16,0.17,1.43,1.26,0.01,0.01,0.01,0.03,0.03,0.12,0.11
6080,Victor Lindelöf,Manchester United,17,1280,0,0,0,0.01,0.01,0.22,3.08,2.86,0.00,0.00,0.02,0.02,0.02,0.22,0.20
6105,Gaëtan Bong,Brighton,25,2243,0,0,0,0.05,0.05,0.53,2.63,2.28,0.00,0.00,0.02,0.02,0.02,0.11,0.09
6249,Davinson Sánchez,Tottenham,31,2535,0,0,0,0.57,0.57,0.13,7.70,7.64,0.02,0.02,0.00,0.02,0.02,0.27,0.27
6276,Nikola Vlasic,Everton,12,572,0,0,0,0.33,0.33,0.84,1.80,0.88,0.05,0.05,0.13,0.18,0.18,0.28,0.14
6283,Levi Lumeka,Crystal Palace,1,22,0,0,0,0.08,0.08,0.00,0.08,0.00,0.32,0.32,0.00,0.32,0.32,0.32,0.00
6296,Abdelhamid Sabiri,Huddersfield,5,215,0,0,1,0.24,0.24,0.15,0.34,0.13,0.10,0.10,0.06,0.16,0.16,0.14,0.05
6299,Connor Goldson,Brighton,3,198,0,0,0,0.26,0.26,0.00,0.36,0.36,0.12,0.12,0.00,0.12,0.12,0.16,0.16
6301,Jonathan Hogg,Huddersfield,30,2425,0,0,0,0.32,0.32,0.59,4.87,4.24,0.01,0.01,0.02,0.03,0.03,0.18,0.16
6303,Marvin Zeegelaar,Watford,12,995,0,0,1,0.00,0.00,0.87,2.39,1.82,0.00,0.00,0.08,0.08,0.08,0.22,0.16
6328,Dean Whitehead,Huddersfield,4,63,0,0,0,0.00,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.09,0.09
6344,Martin Cranie,Huddersfield,3,184,0,0,0,0.00,0.00,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.08,0.08
6369,Ethan Ampadu,Chelsea,1,9,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6384,Beni Baningime,Everton,8,185,0,0,0,0.00,0.00,0.00,1.15,1.15,0.00,0.00,0.00,0.00,0.00,0.56,0.56
6389,Nahki Wells,Burnley,9,37,0,0,0,0.67,0.67,0.00,0.69,0.02,1.63,1.63,0.00,1.63,1.63,1.68,0.05
6409,Beram Kayal,Brighton,19,731,0,0,0,0.34,0.34,0.45,1.05,0.43,0.04,0.04,0.06,0.10,0.10,0.13,0.05
6410,Jack Simpson,Bournemouth,1,74,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6418,Hamza Choudhury,Leicester,8,376,0,0,1,0.04,0.04,0.22,1.09,0.88,0.01,0.01,0.05,0.06,0.06,0.26,0.21
6421,Brahim Diaz,Manchester City,5,40,0,0,0,0.49,0.49,0.00,0.51,0.02,1.11,1.11,0.00,1.11,1.11,1.15,0.04
6430,Sam Baldock,Brighton,2,28,0,0,0,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.33,0.33
6456,Callum Hudson-Odoi,Chelsea,2,25,0,0,0,0.10,0.10,0.00,0.20,0.10,0.38,0.38,0.00,0.38,0.38,0.73,0.35
6457,Emerson Hyndman,Bournemouth,1,60,0,0,0,0.00,0.00,0.02,0.02,0.02,0.00,0.00,0.03,0.03,0.03,0.03,0.03
6464,Adrien Silva,Leicester,12,765,0,0,1,0.24,0.24,0.89,4.71,3.69,0.03,0.03,0.10,0.13,0.13,0.55,0.43
6482,Eddie Nketiah,Arsenal,3,11,0,0,0,0.08,0.08,0.00,0.08,0.00,0.67,0.67,0.00,0.67,0.67,0.67,0.00
6492,Reiss Nelson,Arsenal,3,147,0,0,0,0.07,0.07,0.03,0.86,0.78,0.04,0.04,0.02,0.06,0.06,0.52,0.48
6504,Michael Obafemi,Southampton,1,7,0,0,0,0.55,0.55,0.00,0.55,0.00,7.01,7.01,0.00,7.01,7.01,7.01,0.00
6526,Jordan Hugill,West Ham,3,13,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6531,Alexander Sørloth,Crystal Palace,4,360,0,0,0,0.59,0.59,0.39,1.51,0.77,0.15,0.15,0.10,0.25,0.25,0.38,0.19
6532,Martin Dubravka,Newcastle United,12,1080,0,0,0,0.00,0.00,0.00,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.04,0.04
6544,Lukas Nmecha,Manchester City,2,8,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6561,Tyrese Campbell,Stoke,4,66,0,0,0,0.15,0.15,0.00,0.07,0.00,0.20,0.20,0.00,0.20,0.20,0.10,0.00
6630,Joe Willock,Arsenal,2,82,0,0,0,0.11,0.11,0.00,0.47,0.36,0.12,0.12,0.00,0.12,0.12,0.52,0.39
6657,Lasse Sorenson,Stoke,1,78,0,0,1,0.00,0.00,0.37,0.07,0.05,0.00,0.00,0.42,0.42,0.42,0.08,0.05
6681,Harvey Barnes,Leicester,3,5,0,0,0,0.05,0.05,0.00,0.10,0.10,0.98,0.98,0.00,0.98,0.98,1.86,1.86
6722,Konstantinos Mavropanos,Arsenal,3,194,0,0,0,0.00,0.00,0.00,0.98,0.98,0.00,0.00,0.00,0.00,0.00,0.46,0.46
6756,Dwight McNeil,Burnley,1,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
