No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
1228,Bruno Fernandes,Manchester United,37,3326,8,6,8,9.39,7.86,17.27,35.42,17.72,0.25,0.21,0.47,0.72,0.68,0.96,0.48
7698,Leandro Trossard,Arsenal,36,2263,8,8,12,7.07,7.07,6.36,16.33,6.75,0.28,0.28,0.25,0.53,0.53,0.65,0.27
10760,Brennan Johnson,Nottingham Forest,38,2952,8,7,3,8.27,5.98,3.74,12.17,2.80,0.25,0.18,0.11,0.37,0.30,0.37,0.09
204,Granit Xhaka,Arsenal,37,3039,7,7,7,5.79,5.79,4.80,21.03,14.25,0.17,0.17,0.14,0.31,0.31,0.62,0.42
447,Kevin De Bruyne,Manchester City,32,2448,7,7,16,4.76,4.76,16.32,29.13,16.63,0.17,0.17,0.60,0.77,0.77,1.07,0.61
522,Wilfried Zaha,Crystal Palace,27,2308,7,7,2,7.80,6.28,2.76,11.75,4.09,0.30,0.24,0.11,0.41,0.35,0.46,0.16
5220,Kai Havertz,Chelsea,35,2613,7,6,1,12.78,12.02,3.57,17.85,5.24,0.44,0.41,0.12,0.56,0.54,0.61,0.18
5786,Yoane Wissa,Brentford,38,1583,7,7,3,5.21,5.21,2.64,11.27,4.30,0.30,0.30,0.15,0.45,0.45,0.64,0.24
6034,Philip Billing,Bournemouth,36,2822,7,7,1,4.89,4.89,3.46,10.00,3.56,0.16,0.16,0.11,0.27,0.27,0.32,0.11
6756,Dwight McNeil,Everton,36,2512,7,7,3,3.87,3.87,7.44,9.87,2.48,0.14,0.14,0.27,0.41,0.41,0.35,0.09
6854,Diogo Jota,Liverpool,22,1132,7,7,4,6.44,6.44,1.78,8.17,3.90,0.51,0.51,0.14,0.65,0.65,0.65,0.31
10806,Kaoru Mitoma,Brighton,33,2306,7,7,5,9.25,9.25,7.04,21.04,9.10,0.36,0.36,0.27,0.64,0.64,0.82,0.36
11296,Cody Gakpo,Liverpool,21,1483,7,7,2,6.55,6.55,2.98,12.12,4.43,0.40,0.40,0.18,0.58,0.58,0.74,0.27
87,Joelinton,Newcastle United,32,2677,6,6,1,6.25,6.25,3.12,12.31,7.09,0.21,0.21,0.10,0.31,0.31,0.41,0.24
501,Danny Welbeck,Brighton,31,1868,6,6,3,9.55,9.55,5.10,16.10,5.40,0.46,0.46,0.25,0.71,0.71,0.78,0.26
553,Anthony Martial,Manchester United,21,987,6,5,2,7.33,6.57,1.76,9.77,2.78,0.67,0.60,0.16,0.83,0.76,0.89,0.25
618,Raheem Sterling,Chelsea,28,1919,6,6,3,7.41,7.41,4.86,13.54,3.04,0.35,0.35,0.23,0.58,0.58,0.64,0.14
1679,Dominic Solanke,Bournemouth,33,2874,6,6,7,9.32,9.32,3.96,14.15,3.07,0.29,0.29,0.12,0.42,0.42,0.44,0.10
1776,Jarrod Bowen,West Ham,38,3245,6,5,5,10.00,8.48,6.91,15.17,3.62,0.28,0.24,0.19,0.47,0.43,0.42,0.10
3585,Said Benrahma,West Ham,35,2070,6,2,3,6.35,3.31,4.76,8.22,2.45,0.28,0.14,0.21,0.48,0.35,0.36,0.11
6049,Solly March,Brighton,33,2745,6,6,7,8.07,8.07,9.57,22.13,9.13,0.26,0.26,0.31,0.58,0.58,0.73,0.30
6122,Douglas Luiz,Aston Villa,37,2947,6,6,6,3.19,3.19,4.57,15.94,11.56,0.10,0.10,0.14,0.24,0.24,0.49,0.35
6345,Jadon Sancho,Manchester United,26,1710,6,6,3,3.79,3.79,4.79,15.05,7.71,0.20,0.20,0.25,0.45,0.45,0.79,0.41
6853,Rúben Neves,Wolverhampton Wanderers,35,3022,6,3,1,5.01,2.72,1.84,10.45,8.17,0.15,0.08,0.05,0.20,0.14,0.31,0.24
8291,Daniel Podence,Wolverhampton Wanderers,32,1769,6,6,0,3.72,3.72,2.42,7.61,2.91,0.19,0.19,0.12,0.31,0.31,0.39,0.15
8941,Jacob Ramsey,Aston Villa,35,2675,6,6,7,5.23,5.23,5.73,14.29,6.71,0.18,0.18,0.19,0.37,0.37,0.48,0.23
10177,Evan Ferguson,Brighton,19,950,6,6,2,5.67,5.67,0.69,8.42,2.72,0.54,0.54,0.07,0.60,0.60,0.80,0.26
531,Michail Antonio,West Ham,33,1847,5,5,3,7.20,7.20,1.66,5.89,1.30,0.35,0.35,0.08,0.43,0.43,0.29,0.06
620,Kelechi Iheanacho,Leicester,28,1120,5,4,5,6.13,5.37,3.71,9.02,1.82,0.49,0.43,0.30,0.79,0.73,0.72,0.15
675,Jack Grealish,Manchester City,28,2083,5,5,7,5.00,5.00,7.46,18.56,8.30,0.22,0.22,0.32,0.54,0.54,0.80,0.36
700,Willian,Fulham,27,2174,5,5,5,3.38,3.38,5.04,9.59,3.79,0.14,0.14,0.21,0.35,0.35,0.40,0.16
750,Riyad Mahrez,Manchester City,30,1941,5,4,10,5.86,5.10,6.16,18.33,11.64,0.27,0.24,0.29,0.56,0.52,0.85,0.54
1726,Abdoulaye Doucouré,Everton,25,1519,5,5,2,3.21,3.21,2.47,5.77,1.77,0.19,0.19,0.15,0.34,0.34,0.34,0.10
2182,Jefferson Lerma,Bournemouth,37,3263,5,5,0,3.16,3.16,2.63,7.72,5.28,0.09,0.09,0.07,0.16,0.16,0.21,0.15
2203,Emiliano Buendía,Aston Villa,38,2446,5,5,2,5.63,5.63,4.37,15.27,7.63,0.21,0.21,0.16,0.37,0.37,0.56,0.28
3697,Odsonne Edouard,Crystal Palace,35,1819,5,5,2,5.54,5.54,1.27,7.55,2.81,0.27,0.27,0.06,0.34,0.34,0.37,0.14
6108,Rodrigo Bentancur,Tottenham,18,1516,5,5,2,2.44,2.44,0.64,8.62,6.71,0.14,0.14,0.04,0.18,0.18,0.51,0.40
6857,Morgan Gibbs-White,Nottingham Forest,37,3170,5,3,8,6.66,5.13,7.81,13.67,4.56,0.19,0.15,0.22,0.41,0.37,0.39,0.13
7166,Mathias Jensen,Brentford,37,2898,5,5,6,1.93,1.93,3.59,9.59,6.60,0.06,0.06,0.11,0.17,0.17,0.30,0.20
7395,Carlos Vinicius,Fulham,28,1079,5,5,2,3.59,3.59,0.52,5.01,1.38,0.30,0.30,0.04,0.34,0.34,0.42,0.12
7700,Che Adams,Southampton,28,2019,5,5,3,7.31,7.31,2.73,11.96,4.13,0.33,0.33,0.12,0.45,0.45,0.53,0.18
8720,Jack Harrison,Leeds,36,2793,5,5,7,5.01,5.01,5.01,11.76,4.77,0.16,0.16,0.16,0.32,0.32,0.38,0.15
10741,Marcus Tavernier,Bournemouth,23,1770,5,5,4,3.93,3.93,2.70,7.43,2.74,0.20,0.20,0.14,0.34,0.34,0.38,0.14
10804,Deniz Undav,Brighton,22,594,5,5,0,5.55,5.55,1.17,7.28,1.49,0.84,0.84,0.18,1.02,1.02,1.10,0.23
10866,Luis Sinisterra,Leeds,19,891,5,5,0,3.36,3.36,0.39,5.35,2.45,0.34,0.34,0.04,0.38,0.38,0.54,0.25
343,Pierre-Emile Højbjerg,Tottenham,35,3137,4,4,5,1.53,1.53,3.20,15.64,11.95,0.04,0.04,0.09,0.14,0.14,0.45,0.34
672,Jordan Ayew,Crystal Palace,38,2738,4,4,3,2.75,2.75,3.05,7.42,3.23,0.09,0.09,0.10,0.19,0.19,0.24,0.11
762,Demarai Gray,Everton,33,2520,4,2,1,6.33,4.80,3.61,9.13,3.22,0.23,0.17,0.13,0.35,0.30,0.33,0.11
822,Patrick Bamford,Leeds,28,1523,4,4,2,9.77,8.25,1.04,8.99,1.04,0.58,0.49,0.06,0.64,0.55,0.53,0.06
922,Andreas Pereira,Fulham,33,2765,4,3,6,6.43,5.67,4.84,10.16,4.31,0.21,0.18,0.16,0.37,0.34,0.33,0.14
2248,Casemiro,Manchester United,28,2127,4,4,3,3.14,3.14,3.87,18.89,13.88,0.13,0.13,0.16,0.30,0.30,0.80,0.59
3635,Bernardo Silva,Manchester City,34,2194,4,4,5,2.26,2.26,3.92,17.54,13.05,0.09,0.09,0.16,0.25,0.25,0.72,0.54
5221,Leon Bailey,Aston Villa,33,2031,4,4,4,4.78,4.78,5.53,13.00,3.58,0.21,0.21,0.25,0.46,0.46,0.58,0.16
5553,Declan Rice,West Ham,37,3268,4,4,1,2.23,1.47,2.34,10.85,8.60,0.06,0.04,0.06,0.13,0.10,0.30,0.24
6063,Jacob Murphy,Newcastle United,36,1215,4,4,2,3.70,3.70,2.68,10.11,4.07,0.27,0.27,0.20,0.47,0.47,0.75,0.30
6482,Eddie Nketiah,Arsenal,30,1017,4,4,1,9.22,9.22,1.48,10.20,1.78,0.82,0.82,0.13,0.95,0.95,0.90,0.16
6827,Bobby Reid,Fulham,36,2511,4,4,1,4.23,4.23,1.50,8.14,3.87,0.15,0.15,0.05,0.21,0.21,0.29,0.14
7365,Lucas Paquetá,West Ham,28,2209,4,3,3,5.05,4.29,2.87,9.57,4.35,0.21,0.17,0.12,0.32,0.29,0.39,0.18
7892,João Félix,Chelsea,16,953,4,4,0,4.29,4.29,0.65,5.62,2.04,0.41,0.41,0.06,0.47,0.47,0.53,0.19
8150,Anthony Gordon,Everton,32,1564,4,4,0,5.55,5.55,1.41,7.69,1.74,0.32,0.32,0.08,0.40,0.40,0.44,0.10
8327,Bruno Guimarães,Newcastle United,32,2762,4,4,5,2.73,2.73,3.81,16.50,13.38,0.09,0.09,0.12,0.21,0.21,0.54,0.44
9492,Crysencio Summerville,Leeds,28,1391,4,4,2,3.56,3.56,1.42,6.06,1.57,0.23,0.23,0.09,0.32,0.32,0.39,0.10
9738,Patson Daka,Leicester,30,1164,4,4,4,4.06,4.06,2.73,8.22,1.52,0.31,0.31,0.21,0.53,0.53,0.64,0.12
10405,Josh Dasilva,Brentford,36,1374,4,4,2,1.59,1.59,2.08,6.89,3.86,0.10,0.10,0.14,0.24,0.24,0.45,0.25
10408,Luis Díaz,Liverpool,17,997,4,4,2,3.57,3.57,1.96,9.51,4.64,0.32,0.32,0.18,0.50,0.50,0.86,0.42
10716,Manor Solomon,Fulham,19,536,4,4,0,1.04,1.04,0.32,1.43,0.74,0.18,0.18,0.05,0.23,0.23,0.24,0.12
10743,Kieffer Moore,Bournemouth,27,1273,4,4,0,4.82,4.82,0.53,5.67,1.64,0.34,0.34,0.04,0.38,0.38,0.40,0.12
11058,Julio Enciso,Brighton,20,798,4,4,2,4.21,4.21,1.78,8.68,2.96,0.48,0.48,0.20,0.68,0.68,0.98,0.33
11094,Antony,Manchester United,25,1841,4,4,2,5.86,5.86,2.37,13.84,7.11,0.29,0.29,0.12,0.40,0.40,0.68,0.35
11297,Carlos Alcaraz,Southampton,18,1050,4,4,2,1.90,1.90,0.81,3.90,1.47,0.16,0.16,0.07,0.23,0.23,0.33,0.13
755,Jamie Vardy,Leicester,37,1832,3,3,4,6.64,5.88,1.74,8.84,1.42,0.33,0.29,0.09,0.41,0.37,0.43,0.07
757,Jeffrey Schlupp,Crystal Palace,34,2562,3,3,1,3.45,3.45,2.30,6.82,4.33,0.12,0.12,0.08,0.20,0.20,0.24,0.15
833,Virgil van Dijk,Liverpool,32,2839,3,3,1,3.12,3.12,1.17,14.18,14.01,0.10,0.10,0.04,0.14,0.14,0.45,0.44
910,Harrison Reed,Fulham,37,2911,3,3,4,2.18,2.18,3.51,10.14,5.46,0.07,0.07,0.11,0.18,0.18,0.31,0.17
1654,Ben Mee,Brentford,37,3278,3,3,1,3.22,3.22,1.68,6.83,4.70,0.09,0.09,0.05,0.13,0.13,0.19,0.13
2328,Thomas Partey,Arsenal,33,2484,3,3,0,2.23,2.23,1.93,17.83,16.65,0.08,0.08,0.07,0.15,0.15,0.65,0.60
2335,Pablo Fornals,West Ham,32,1507,3,3,1,1.73,1.73,2.02,6.24,2.81,0.10,0.10,0.12,0.22,0.22,0.37,0.17
4456,Chris Wood,Newcastle United,25,808,3,2,0,3.43,2.67,0.36,3.63,1.08,0.38,0.30,0.04,0.42,0.34,0.40,0.12
5613,Gabriel,Arsenal,38,3416,3,3,0,4.34,4.34,0.17,13.83,13.44,0.11,0.11,0.00,0.12,0.12,0.36,0.35
5956,Youri Tielemans,Leicester,31,2365,3,2,2,2.24,0.72,4.53,14.31,11.21,0.09,0.03,0.17,0.26,0.20,0.54,0.43
6253,Gianluca Scamacca,West Ham,16,940,3,3,0,2.54,2.54,1.13,3.52,0.57,0.24,0.24,0.11,0.35,0.35,0.34,0.05
6492,Reiss Nelson,Arsenal,11,174,3,3,2,1.90,1.90,1.21,3.41,0.67,0.98,0.98,0.62,1.61,1.61,1.76,0.35
6630,Joe Willock,Newcastle United,35,2634,3,3,6,7.27,7.27,7.39,17.78,5.48,0.25,0.25,0.25,0.50,0.50,0.61,0.19
6665,Curtis Jones,Liverpool,18,1059,3,3,1,1.27,1.27,1.01,6.75,4.95,0.11,0.11,0.09,0.19,0.19,0.57,0.42
6912,Pedro Porro,Tottenham,15,1154,3,3,3,1.40,1.40,2.53,5.92,2.85,0.11,0.11,0.20,0.31,0.31,0.46,0.22
7768,Mason Mount,Chelsea,24,1682,3,3,2,2.14,2.14,3.00,7.30,4.30,0.11,0.11,0.16,0.27,0.27,0.39,0.23
8845,Hee-Chan Hwang,Wolverhampton Wanderers,27,1117,3,3,1,2.16,2.16,0.88,3.73,0.92,0.17,0.17,0.07,0.25,0.25,0.30,0.07
9040,Conor Gallagher,Chelsea,35,1590,3,3,1,2.54,2.54,2.63,8.28,3.60,0.14,0.14,0.15,0.29,0.29,0.47,0.20
9678,Ethan Pinnock,Brentford,30,2700,3,3,0,3.59,3.59,0.62,5.03,4.34,0.12,0.12,0.02,0.14,0.14,0.17,0.14
9680,Vitaly Janelt,Brentford,35,2206,3,3,1,2.19,2.19,1.46,7.57,5.47,0.09,0.09,0.06,0.15,0.15,0.31,0.22
10552,Alejandro Garnacho,Manchester United,19,555,3,3,2,3.88,3.88,1.14,6.56,1.71,0.63,0.63,0.19,0.81,0.81,1.06,0.28
10715,João Palhinha,Fulham,35,3124,3,3,0,2.70,2.70,0.28,5.99,5.42,0.08,0.08,0.01,0.09,0.09,0.17,0.16
10746,Jaidon Anthony,Bournemouth,30,1204,3,3,1,1.76,1.76,0.91,3.69,2.18,0.13,0.13,0.07,0.20,0.20,0.28,0.16
10750,Rasmus Kristensen,Leeds,26,1964,3,3,1,0.79,0.79,1.29,4.22,3.02,0.04,0.04,0.06,0.10,0.10,0.19,0.14
11317,Danilo,Nottingham Forest,13,999,3,3,2,1.66,1.66,0.81,2.99,0.79,0.15,0.15,0.07,0.22,0.22,0.27,0.07
486,Adam Lallana,Brighton,16,742,2,2,1,1.19,1.19,0.97,3.50,1.92,0.14,0.14,0.12,0.26,0.26,0.42,0.23
500,Alex Iwobi,Everton,38,3388,2,2,7,2.75,2.75,6.13,13.53,7.71,0.07,0.07,0.16,0.24,0.24,0.36,0.20
503,Theo Walcott,Southampton,20,1149,2,2,2,3.13,3.13,1.81,4.90,0.99,0.24,0.24,0.14,0.39,0.39,0.38,0.08
586,John Stones,Manchester City,23,1852,2,2,2,1.32,1.32,1.45,11.63,11.45,0.06,0.06,0.07,0.13,0.13,0.56,0.56
643,Eric Dier,Tottenham,33,2815,2,2,1,1.47,1.47,1.62,11.75,11.00,0.05,0.05,0.05,0.10,0.10,0.38,0.35
660,Ben Davies,Tottenham,31,2295,2,2,2,0.99,0.99,2.47,8.73,7.63,0.04,0.04,0.10,0.14,0.14,0.34,0.30
695,Bertrand Traoré,Aston Villa,8,216,2,2,0,0.86,0.86,0.07,1.92,1.10,0.36,0.36,0.03,0.39,0.39,0.80,0.46
782,Ben Chilwell,Chelsea,23,1418,2,2,2,1.47,1.47,1.99,4.49,3.53,0.09,0.09,0.13,0.22,0.22,0.29,0.22
900,Adama Traoré,Wolverhampton Wanderers,34,1452,2,2,1,1.42,1.42,3.15,6.11,1.64,0.09,0.09,0.20,0.28,0.28,0.38,0.10
935,Kurt Zouma,West Ham,25,1990,2,2,0,2.13,2.13,0.06,2.60,2.47,0.10,0.10,0.00,0.10,0.10,0.12,0.11
1376,Kalidou Koulibaly,Chelsea,23,1809,2,2,1,1.05,1.05,0.31,7.35,7.25,0.05,0.05,0.02,0.07,0.07,0.37,0.36
1389,Jorginho,Arsenal,32,2138,2,0,1,1.80,0.27,0.56,11.18,10.59,0.08,0.01,0.02,0.10,0.03,0.47,0.45
1791,Trent Alexander-Arnold,Liverpool,37,2954,2,2,9,1.88,1.88,13.22,21.87,16.19,0.06,0.06,0.40,0.46,0.46,0.67,0.49
2379,João Cancelo,Manchester City,17,1289,2,2,1,0.59,0.59,0.84,8.18,7.25,0.04,0.04,0.06,0.10,0.10,0.57,0.51
2496,Rodri,Manchester City,36,2938,2,2,6,4.12,4.12,4.54,26.80,23.07,0.13,0.13,0.14,0.27,0.27,0.82,0.71
4419,Adam Armstrong,Southampton,30,1333,2,2,1,2.44,2.44,1.73,4.70,1.29,0.16,0.16,0.12,0.28,0.28,0.32,0.09
5555,Dominic Calvert-Lewin,Everton,17,1197,2,1,1,6.50,5.74,1.24,8.04,1.99,0.49,0.43,0.09,0.58,0.52,0.60,0.15
5595,Daniel James,Fulham,24,790,2,2,1,2.12,2.12,1.59,4.57,1.53,0.24,0.24,0.18,0.42,0.42,0.52,0.17
5596,Harry Wilson,Fulham,29,1087,2,2,3,1.87,1.87,1.39,5.57,2.75,0.15,0.15,0.11,0.27,0.27,0.46,0.23
5735,Jean-Philippe Mateta,Crystal Palace,29,717,2,2,0,3.31,3.31,0.41,4.66,1.32,0.42,0.42,0.05,0.47,0.47,0.58,0.17
6157,Timothy Castagne,Leicester,37,3257,2,2,3,1.93,1.93,3.17,11.60,8.61,0.05,0.05,0.09,0.14,0.14,0.32,0.24
6500,Romain Perraud,Southampton,29,1842,2,2,2,1.21,1.21,2.27,4.52,2.69,0.06,0.06,0.11,0.17,0.17,0.22,0.13
6521,Yerry Mina,Everton,7,606,2,2,0,1.66,1.66,0.08,0.72,0.11,0.25,0.25,0.01,0.26,0.26,0.11,0.02
6691,Dejan Kulusevski,Tottenham,30,2120,2,2,7,2.61,2.61,5.48,9.84,4.00,0.11,0.11,0.23,0.34,0.34,0.42,0.17
6817,Fred,Manchester United,35,1207,2,2,2,2.25,2.25,2.55,12.16,8.12,0.17,0.17,0.19,0.36,0.36,0.91,0.61
6835,Tom Cairney,Fulham,33,929,2,2,0,1.55,1.55,1.62,5.84,3.51,0.15,0.15,0.16,0.31,0.31,0.57,0.34
6837,Ryan Sessegnon,Tottenham,17,810,2,2,0,2.12,2.12,1.04,4.33,2.04,0.24,0.24,0.12,0.35,0.35,0.48,0.23
6888,William Saliba,Arsenal,27,2418,2,2,1,0.82,0.82,1.12,9.70,9.49,0.03,0.03,0.04,0.07,0.07,0.36,0.35
6893,Stuart Armstrong,Southampton,32,1408,2,2,1,2.11,2.11,2.61,6.88,2.41,0.13,0.13,0.17,0.30,0.30,0.44,0.15
6935,Naif Aguerd,West Ham,18,1600,2,2,0,2.51,2.51,0.63,1.39,1.28,0.14,0.14,0.04,0.18,0.18,0.08,0.07
7080,Matheus Cunha,Wolverhampton Wanderers,17,978,2,2,0,1.59,1.59,0.87,2.67,0.65,0.15,0.15,0.08,0.23,0.23,0.25,0.06
7298,Ben White,Arsenal,38,3094,2,2,5,0.98,0.98,4.29,18.13,15.29,0.03,0.03,0.12,0.15,0.15,0.53,0.44
7430,Emerson,Tottenham,26,1733,2,2,1,1.75,1.75,0.48,7.78,5.67,0.09,0.09,0.03,0.12,0.12,0.40,0.29
8288,Tomas Soucek,West Ham,36,2839,2,2,3,3.83,3.83,1.93,8.63,5.91,0.12,0.12,0.06,0.18,0.18,0.27,0.19
8716,Luke Ayling,Leeds,29,2030,2,2,1,2.71,2.71,1.82,7.10,4.52,0.12,0.12,0.08,0.20,0.20,0.31,0.20
8717,Pascal Struijk,Leeds,29,2217,2,2,1,1.34,1.34,2.18,5.01,3.33,0.05,0.05,0.09,0.14,0.14,0.20,0.14
9301,Emmanuel Dennis,Nottingham Forest,19,705,2,2,2,1.55,1.55,0.54,2.09,0.97,0.20,0.20,0.07,0.27,0.27,0.27,0.12
9501,Fabio Carvalho,Liverpool,13,330,2,2,0,1.16,1.16,0.10,1.43,0.75,0.32,0.32,0.03,0.34,0.34,0.39,0.20
9630,Kamaldeen Sulemana,Southampton,18,950,2,2,1,1.68,1.68,1.43,3.45,0.63,0.16,0.16,0.14,0.29,0.29,0.33,0.06
9739,Kiernan Dewsbury-Hall,Leicester,31,2334,2,2,2,1.85,1.85,3.07,9.72,5.31,0.07,0.07,0.12,0.19,0.19,0.37,0.20
9892,Matias Viña,Bournemouth,12,453,2,2,0,0.75,0.75,0.16,1.67,0.97,0.15,0.15,0.03,0.18,0.18,0.33,0.19
9948,Michael Olise,Crystal Palace,37,2774,2,2,11,2.66,2.66,7.17,8.78,3.40,0.09,0.09,0.23,0.32,0.32,0.28,0.11
10766,Joe Ayodele-Aribo,Southampton,21,1224,2,2,0,2.05,2.05,0.99,3.79,0.95,0.15,0.15,0.07,0.22,0.22,0.28,0.07
10864,Marcos Senesi,Bournemouth,31,2508,2,2,0,2.07,2.07,0.51,4.31,3.91,0.07,0.07,0.02,0.09,0.09,0.15,0.14
11155,Wilfried Gnonto,Leeds,24,1344,2,2,4,1.83,1.83,2.92,5.23,1.94,0.12,0.12,0.20,0.32,0.32,0.35,0.13
76,Fabian Schär,Newcastle United,36,3223,1,1,3,5.09,5.09,2.43,10.18,8.90,0.14,0.14,0.07,0.21,0.21,0.28,0.25
101,Allan Saint-Maximin,Newcastle United,25,1101,1,1,5,1.61,1.61,4.72,8.29,3.24,0.13,0.13,0.39,0.52,0.52,0.68,0.26
318,Pierre-Emerick Aubameyang,Chelsea,15,542,1,1,0,2.12,2.12,0.34,2.81,0.50,0.35,0.35,0.06,0.41,0.41,0.47,0.08
332,Joel Matip,Liverpool,14,1095,1,1,0,0.65,0.65,0.32,5.54,5.47,0.05,0.05,0.03,0.08,0.08,0.46,0.45
448,Ivan Perisic,Tottenham,34,2107,1,1,8,3.02,3.02,6.62,9.89,6.03,0.13,0.13,0.28,0.41,0.41,0.42,0.26
488,Philippe Coutinho,Aston Villa,20,750,1,1,0,1.39,1.39,0.39,2.82,1.44,0.17,0.17,0.05,0.21,0.21,0.34,0.17
510,Joel Ward,Crystal Palace,28,2251,1,1,0,1.47,1.47,0.34,3.97,3.71,0.06,0.06,0.01,0.07,0.07,0.16,0.15
530,James Tomkins,Crystal Palace,6,340,1,1,0,0.73,0.73,0.00,0.11,0.07,0.19,0.19,0.00,0.19,0.19,0.03,0.02
532,Cheikhou Kouyaté,Nottingham Forest,21,871,1,1,0,0.19,0.19,0.99,2.07,1.74,0.02,0.02,0.10,0.12,0.12,0.21,0.18
535,Manuel Lanzini,West Ham,10,230,1,1,0,0.64,0.64,0.34,1.17,0.19,0.25,0.25,0.13,0.38,0.38,0.46,0.07
